Iteration,Timestep,BPS_MODEL,StateClassIDSource,StratumIDDest,StateClassIDDest,AgeMin,AgeMax,Location
,,10810_6_12_13_17,Mid1:OPN,,Mid1:OPN,5,999,C2
,,10810_6_12_13_17,Mid2:OPN,,Mid1:OPN,10,59,A2
,,10810_7_8_9,Early1:ALL,,Mid1:OPN,0,9,B2
,,10810_7_8_9,Late1:OPN,,Late1:OPN,40,999,A3
,,10810_7_8_9,Mid1:OPN,,Late1:OPN,10,39,A1
,,10820_12_15_16_17_23_24,Early1:ALL,,Late1:CLS,0,119,B1
,,10820_12_15_16_17_23_24,Late1:CLS,,Late1:CLS,120,999,C2
,,10820_14,Early1:OPN,,Late1:CLS,0,100,B1
,,10820_14,Late1:CLS,,Late1:CLS,101,999,C2
,,10820_4_13,Early1:ALL,,Late1:CLS,0,119,B1
,,10820_4_13,Late1:CLS,,Late1:CLS,120,999,C2
,,10820_6,Early1:OPN,,Late1:CLS,0,119,B1
,,10820_6,Late1:CLS,,Late1:CLS,120,999,C2
,,10830_1,Early1:ALL,,Early1:ALL,0,999,B1
,,10830_1,Mid1:ALL,,Early1:ALL,1,501,A2
,,10840_1,Mid1:ALL,,Mid1:ALL,0,999,A2
,,10850_20,Early1:OPN,,Mid1:OPN,0,9,B2
,,10850_20,Late1:CLS,,Late1:CLS,21,999,A1
,,10850_20,Mid1:OPN,,Late1:CLS,10,20,C1
,,10850_29_30,Early1:OPN,,Mid1:OPN,0,9,B2
,,10850_29_30,Late1:CLS,,Late1:CLS,21,999,A1
,,10850_29_30,Mid1:OPN,,Late1:CLS,10,20,C1
,,10860_13_16_17_18_21_23,Early1:ALL,,Mid1:CLS,0,4,B2
,,10860_13_16_17_18_21_23,Late1:CLS,,Late1:CLS,20,999,C3
,,10860_13_16_17_18_21_23,Late1:OPN,,Late1:OPN,80,979,A3
,,10860_13_16_17_18_21_23,Mid1:CLS,,Late1:CLS,5,19,C1
,,10860_25,Early1:ALL,,Mid1:CLS,0,19,B2
,,10860_25,Late1:CLS,,Late1:CLS,40,999,C3
,,10860_25,Late1:OPN,,Late1:CLS,30,59,A3
,,10860_25,Mid1:CLS,,Late1:CLS,20,39,C1
,,10860_25,Mid1:OPN,,Mid1:CLS,20,29,A1
,,10860_26,Early1:ALL,,Early1:ALL,0,999,B1
,,10860_26,Late1:OPN,,Late1:OPN,35,999,C2
,,10860_27_31_33,Early1:ALL,,Mid1:CLS,0,10,B2
,,10860_27_31_33,Late1:CLS,,Late1:CLS,26,999,A1
,,10860_27_31_33,Mid1:CLS,,Late1:CLS,11,25,C1
,,10860_28,Early1:ALL,,Mid1:CLS,0,19,B2
,,10860_28,Late1:CLS,,Late1:CLS,40,999,C3
,,10860_28,Late1:OPN,,Late1:CLS,40,59,A3
,,10860_28,Mid1:CLS,,Late1:CLS,20,39,C1
,,10860_28,Mid1:OPN,,Mid1:CLS,20,29,A1
,,10860_29,Early1:OPN,,Mid1:OPN,0,5,B2
,,10860_29,Late1:OPN,,Late1:OPN,16,999,A1
,,10860_29,Mid1:OPN,,Late1:OPN,6,15,C1
,,10861_22,Early1:ALL,,Mid1:CLS,0,4,B2
,,10861_22,Late1:CLS,,Late1:CLS,20,999,A1
,,10861_22,Mid1:CLS,,Late1:CLS,5,19,C1
,,10862_22,Early1:OPN,,Mid1:OPN,0,5,B2
,,10862_22,Late1:OPN,,Late1:OPN,16,999,A1
,,10862_22,Mid1:OPN,,Late1:OPN,6,15,C1
,,10870_4_6_12_13_14_15_17_24_25,Early1:OPN,,Late1:CLS,0,99,B1
,,10870_4_6_12_13_14_15_17_24_25,Late1:CLS,,Late1:CLS,100,999,C2
,,10880_12_13_14_25,Early1:ALL,,Late1:OPN,0,4,A1
,,10880_12_13_14_25,Late1:OPN,,Late1:OPN,5,999,B1
,,10880_4_5,Early1:ALL,,Late1:OPN,0,4,A1
,,10880_4_5,Late1:OPN,,Late1:OPN,5,999,B1
,,10900_14,Early1:OPN,,Late1:ALL,0,20,B1
,,10900_14,Late1:ALL,,Late1:ALL,21,999,C2
,,10910_13_14,Early1:ALL,,Mid1:OPN,0,4,B2
,,10910_13_14,Late1:OPN,,Late1:OPN,20,999,A3
,,10910_13_14,Mid1:OPN,,Late1:OPN,5,19,A1
,,10910_15,Early1:OPN,,Late1:CLS,0,49,B1
,,10910_15,Late1:CLS,,Late1:CLS,50,999,C2
,,10910_25,Early1:OPN,,Late1:CLS,0,5,A1
,,10910_25,Late1:CLS,,Late1:CLS,6,999,B1
,,10920_4,Early1:ALL,,Mid1:CLS,0,5,B2
,,10920_4,Late1:CLS,,Late1:CLS,26,200,A1
,,10920_4,Mid1:CLS,,Late1:CLS,6,25,C1
,,10930_13_15_16_23_24_28,Early1:ALL,,Mid1:OPN,0,19,A1
,,10930_13_15_16_23_24_28,Late1:ALL,,Late1:ALL,320,999,C1
,,10930_13_15_16_23_24_28,Mid1:OPN,,Late1:ALL,20,319,B1
,,10940_25,Early1:ALL,,Mid1:CLS,0,1,B1
,,10940_25,Mid1:CLS,,Mid1:CLS,2,999,C2
,,10940_26,Early1:OPN,,Late1:OPN,0,30,B1
,,10940_26,Late1:OPN,,Late1:OPN,31,999,C2
,,10940_27_33,Early1:OPN,,Mid1:CLS,0,15,B2
,,10940_27_33,Mid1:CLS,,Mid1:OPN,16,25,C1
,,10940_27_33,Mid1:OPN,,Mid1:OPN,26,999,A1
,,10940_31_38,Early1:OPN,,Mid1:CLS,0,15,B2
,,10940_31_38,Mid1:CLS,,Mid1:OPN,16,25,C1
,,10940_31_38,Mid1:OPN,,Mid1:OPN,26,999,A1
,,10940_32_35,Early1:ALL,,Late1:CLS,0,12,B1
,,10940_32_35,Late1:CLS,,Late1:CLS,13,999,C2
,,10940_34,Early1:ALL,,Late1:CLS,0,12,B1
,,10940_34,Late1:CLS,,Late1:CLS,13,999,C2
,,10950_14,Early1:ALL,,Mid1:ALL,0,2,B1
,,10950_14,Late1:CLS,,Late1:CLS,22,999,B3
,,10950_14,Mid1:ALL,,Mid2:ALL,3,14,C2
,,10950_14,Mid2:ALL,,Late1:CLS,15,21,A2
,,10950_15,Early1:ALL,,Mid1:OPN,0,2,B1
,,10950_15,Late1:OPN,,Late1:OPN,22,999,B3
,,10950_15,Mid1:OPN,,Mid2:OPN,3,14,C2
,,10950_15,Mid2:OPN,,Late1:OPN,15,21,A2
,,10950_25,Early1:ALL,,Mid1:OPN,0,2,B1
,,10950_25,Late1:OPN,,Late1:OPN,22,999,B3
,,10950_25,Mid1:OPN,,Mid2:OPN,3,14,C2
,,10950_25,Mid2:OPN,,Late1:OPN,15,21,A2
,,10950_26_35,Early1:ALL,,Mid1:OPN,0,2,B1
,,10950_26_35,Late1:OPN,,Late1:OPN,31,999,B3
,,10950_26_35,Mid1:OPN,,Mid2:OPN,3,15,C2
,,10950_26_35,Mid2:OPN,,Late1:OPN,16,30,A2
,,10950_27,Early1:ALL,,Mid1:OPN,0,2,B2
,,10950_27,Late1:OPN,,Late1:OPN,31,999,A3
,,10950_27,Mid1:OPN,,Mid2:OPN,3,15,C1
,,10950_27,Mid2:OPN,,Late1:OPN,16,30,A1
,,10960_3,Early1:ALL,,Mid1:CLS,0,9,B2
,,10960_3,Late1:CLS,,Late1:CLS,100,999,C3
,,10960_3,Late1:OPN,,Late1:OPN,100,999,A3
,,10960_3,Mid1:CLS,,Late1:CLS,10,99,C1
,,10960_4,Early1:ALL,,Mid1:CLS,0,9,B2
,,10960_4,Late1:OPN,,Late1:OPN,100,999,C3
,,10960_4,Mid1:CLS,,Late1:OPN,10,99,C1
,,10970_3_6_7,Early1:OPN,,Late1:CLS,0,8,B1
,,10970_3_6_7,Late1:CLS,,Late1:CLS,9,999,C2
,,10970_4_5,Early1:OPN,,Late1:CLS,0,8,B1
,,10970_4_5,Late1:CLS,,Late1:CLS,9,999,C2
,,10980_3,Early1:ALL,,Mid1:OPN,0,29,B2
,,10980_3,Late1:OPN,,Late1:OPN,80,999,A3
,,10980_3,Mid1:OPN,,Late1:OPN,30,79,A1
,,10980_4,Early1:ALL,,Mid1:OPN,0,24,B2
,,10980_4,Late1:OPN,,Late1:OPN,80,999,A3
,,10980_4,Mid1:OPN,,Mid1:OPN,25,999,A1
,,10980_6,Early1:ALL,,Mid1:OPN,0,29,B2
,,10980_6,Late1:OPN,,Late1:OPN,80,999,A3
,,10980_6,Mid1:OPN,,Late1:OPN,30,79,A1
,,10980_7,Early1:ALL,,Mid1:CLS,0,15,B2
,,10980_7,Late1:ALL,,Late1:ALL,51,999,A3
,,10980_7,Mid1:CLS,,Late1:ALL,16,50,C1
,,10980_7,Mid1:OPN,,Late1:ALL,16,50,A1
,,10990_3,Early1:ALL,,Late1:CLS,0,15,B1
,,10990_3,Late1:CLS,,Late1:CLS,16,999,C2
,,10990_4,Early1:ALL,,Late1:CLS,0,15,B1
,,10990_4,Late1:CLS,,Late1:CLS,16,999,C2
,,11000_15,Early1:OPN,,Late1:CLS,0,99,B1
,,11000_15,Late1:CLS,,Late1:CLS,100,599,C2
,,11000_26,Early1:ALL,,Early1:ALL,0,999,B1
,,11002_25,Early1:OPN,,Late1:OPN,0,100,B1
,,11002_25,Late1:OPN,,Late1:OPN,101,999,C2
,,11003_25,Early1:OPN,,Late1:OPN,0,99,B1
,,11003_25,Late1:OPN,,Late1:OPN,100,999,C2
,,11010_25,Early1:ALL,,Mid1:OPN,0,4,B1
,,11010_25,Late1:OPN,,Late1:OPN,21,999,A2
,,11010_25,Mid1:OPN,,Late1:OPN,5,20,C2
,,11010_26,Early1:ALL,,Mid1:OPN,0,4,B1
,,11010_26,Late1:OPN,,Late1:OPN,21,999,A2
,,11010_26,Mid1:OPN,,Late1:OPN,5,20,C2
,,11020_13_15_16_23_24,Early1:OPN,,Mid1:OPN,0,9,B2
,,11020_13_15_16_23_24,Late1:OPN,,Late2:OPN,100,399,A3
,,11020_13_15_16_23_24,Late2:OPN,,Late2:OPN,400,999,C3
,,11020_13_15_16_23_24,Mid1:OPN,,Mid2:OPN,10,29,C1
,,11020_13_15_16_23_24,Mid2:OPN,,Late1:OPN,30,99,A1
,,11020_28,Early1:ALL,,Mid1:OPN,0,59,B2
,,11020_28,Late1:CLS,,Late1:CLS,180,999,C3
,,11020_28,Late1:OPN,,Late1:OPN,160,999,A3
,,11020_28,Mid1:CLS,,Late1:CLS,60,179,C1
,,11020_28,Mid1:OPN,,Late1:OPN,60,159,A1
,,11030_6_7_12_13_16_17_23,Early1:ALL,,Mid1:CLS,0,9,A1
,,11030_6_7_12_13_16_17_23,Mid1:CLS,,Mid1:CLS,10,999,B1
,,11040_13_14_25,Early1:ALL,,Mid1:CLS,0,9,A1
,,11040_13_14_25,Mid1:CLS,,Mid1:CLS,10,999,B1
,,11040_15,Early1:ALL,,Mid1:OPN,0,2,B2
,,11040_15,Late1:CLS,,Late1:CLS,21,999,A3
,,11040_15,Mid1:CLS,,Late1:CLS,7,20,A1
,,11040_15,Mid1:OPN,,Mid1:CLS,2,6,C1
,,11040_17,Early1:ALL,,Mid1:CLS,0,9,A1
,,11040_17,Mid1:CLS,,Mid1:CLS,10,999,B1
,,11040_23_24,Early1:ALL,,Mid1:CLS,0,15,B2
,,11040_23_24,Late1:CLS,,Late1:CLS,60,999,C3
,,11040_23_24,Late1:OPN,,Late1:CLS,35,59,A3
,,11040_23_24,Mid1:CLS,,Late1:CLS,16,59,C1
,,11040_23_24,Mid1:OPN,,Mid1:CLS,12,21,A1
,,11050_3_6_7,Early1:ALL,,Late1:CLS,0,10,B1
,,11050_3_6_7,Late1:CLS,,Late1:CLS,11,999,C2
,,11050_4_5,Early1:OPN,,Late1:CLS,0,10,B1
,,11050_4_5,Late1:CLS,,Late1:CLS,11,999,C2
,,11060_1_8_9,Early1:ALL,,Mid1:CLS,0,4,A1
,,11060_1_8_9,Late1:CLS,,Late1:CLS,21,999,E1
,,11060_1_8_9,Mid1:CLS,,Late1:CLS,5,20,C1
,,11060_10_19,Early1:ALL,,Mid1:CLS,0,9,B1
,,11060_10_19,Late1:CLS,,Late1:CLS,70,999,A2
,,11060_10_19,Mid1:CLS,,Late1:CLS,10,69,C2
,,11060_18,Early3:ALL,,Late3:CLS,0,1,A1
,,11060_18,Late3:CLS,,Late3:CLS,2,999,B1
,,11060_20_21_29,Early1:ALL,,Mid1:CLS,0,9,B1
,,11060_20_21_29,Late1:CLS,,Late1:CLS,70,999,A2
,,11060_20_21_29,Mid1:CLS,,Late1:CLS,10,69,C2
,,11060_22,Early1:ALL,,Mid1:CLS,0,9,B1
,,11060_22,Late1:CLS,,Late1:CLS,70,999,A2
,,11060_22,Mid1:CLS,,Late1:CLS,10,69,C2
,,11070_13,Early1:ALL,,Mid1:ALL,0,5,B1
,,11070_13,Late1:ALL,,Late1:ALL,21,999,A2
,,11070_13,Mid1:ALL,,Late1:ALL,6,20,C2
,,11070_15,Early1:ALL,,Mid1:CLS,0,4,B1
,,11070_15,Late1:CLS,,Late1:CLS,45,999,B3
,,11070_15,Late1:OPN,,Late1:CLS,5,44,A2
,,11070_15,Mid1:CLS,,Late1:CLS,5,44,C2
,,11070_17,Early1:ALL,,Mid1:ALL,0,5,B1
,,11070_17,Late1:ALL,,Late1:ALL,21,999,A2
,,11070_17,Mid1:ALL,,Late1:ALL,6,20,C2
,,11070_23_24,Early1:ALL,,Mid1:CLS,0,4,B1
,,11070_23_24,Late1:CLS,,Late1:CLS,46,999,B3
,,11070_23_24,Late2:OPN,,Late1:CLS,45,69,A2
,,11070_23_24,Mid1:CLS,,Late1:CLS,5,44,C2
,,11070_25_28,Early1:ALL,,Mid1:CLS,0,4,B1
,,11070_25_28,Late1:CLS,,Late1:CLS,45,999,B3
,,11070_25_28,Late1:OPN,,Late1:CLS,5,44,A2
,,11070_25_28,Mid1:CLS,,Late1:CLS,5,44,C2
,,11070_27_33,Early1:ALL,,Mid1:CLS,0,4,B2
,,11070_27_33,Late1:CLS,,Late1:CLS,31,999,A1
,,11070_27_33,Mid1:CLS,,Late1:CLS,5,30,C1
,,11071_16,Early1:ALL,,Mid1:ALL,0,5,B1
,,11071_16,Late1:ALL,,Late1:ALL,21,999,A2
,,11071_16,Mid1:ALL,,Late1:ALL,6,20,C2
,,11072_16,Early1:ALL,,Mid1:ALL,0,5,B1
,,11072_16,Late1:ALL,,Late1:ALL,21,999,A2
,,11072_16,Mid1:ALL,,Late1:ALL,6,20,C2
,,11080_17,Early1:ALL,,Late1:CLS,1,50,B1
,,11080_17,Late1:CLS,,Late1:CLS,51,999,A2
,,11080_4_5_13_14_15_24_25,Early1:ALL,,Late1:ALL,1,20,B1
,,11080_4_5_13_14_15_24_25,Late1:ALL,,Late1:ALL,21,999,A2
,,11090_14,Early1:OPN,,Mid1:OPN,0,19,B2
,,11090_14,Late1:CLS,,Late1:CLS,95,999,C3
,,11090_14,Mid1:OPN,,Late1:CLS,20,94,C1
,,11090_15_25,Early1:OPN,,Mid1:OPN,0,19,B2
,,11090_15_25,Late1:CLS,,Late1:CLS,95,999,C3
,,11090_15_25,Mid1:OPN,,Late1:CLS,20,94,C1
,,11090_4_13,Early1:OPN,,Mid1:OPN,0,19,B2
,,11090_4_13,Late1:CLS,,Late1:CLS,95,999,C3
,,11090_4_13,Mid1:OPN,,Late1:CLS,20,94,C1
,,11100_4,Early1:OPN,,Late1:CLS,0,10,B1
,,11100_4,Late1:CLS,,Late1:CLS,11,999,C2
,,11110_26,Early1:OPN,,Mid1:CLS,0,5,B1
,,11110_26,Late1:OPN,,Late1:OPN,13,999,A2
,,11110_26,Mid1:CLS,,Late1:OPN,6,12,C2
,,11110_27_33,Early1:OPN,,Mid1:CLS,0,4,B2
,,11110_27_33,Late1:OPN,,Late1:OPN,11,999,A1
,,11110_27_33,Mid1:CLS,,Late1:OPN,5,10,C1
,,11110_32_35,Early1:OPN,,Mid1:CLS,0,5,B1
,,11110_32_35,Late1:CLS,,Late1:CLS,21,999,D2
,,11110_32_35,Late1:OPN,,Late1:OPN,21,999,A2
,,11110_32_35,Mid1:CLS,,Late1:CLS,6,20,C2
,,11110_34,Early1:OPN,,Mid1:CLS,0,5,B1
,,11110_34,Late1:OPN,,Late1:OPN,13,999,A2
,,11110_34,Mid1:CLS,,Late1:OPN,6,12,C2
,,11120_4_5,Early1:ALL,,Mid1:OPN,0,9,B1
,,11120_4_5,Late1:OPN,,Late1:OPN,90,999,D1
,,11120_4_5,Mid1:OPN,,Late1:OPN,10,89,C1
,,11130_3,Early1:ALL,,Mid1:CLS,0,20,B1
,,11130_3,Late1:OPN,,Late1:OPN,21,999,A2
,,11130_3,Mid1:CLS,,Mid1:CLS,21,999,C2
,,11130_4,Early1:ALL,,Mid1:CLS,0,20,B1
,,11130_4,Late1:OPN,,Late1:OPN,21,999,A2
,,11130_4,Mid1:CLS,,Mid1:CLS,21,999,C2
,,11140_3_6_7,Early1:OPN,,Mid1:OPN,0,19,B1
,,11140_3_6_7,Late1:CLS,,Late1:CLS,100,999,D2
,,11140_3_6_7,Late1:OPN,,Late1:OPN,60,999,A2
,,11140_3_6_7,Mid1:OPN,,Late1:OPN,20,59,C2
,,11140_4_5,Early1:OPN,,Mid1:OPN,0,19,B1
,,11140_4_5,Late1:CLS,,Late1:CLS,100,999,D2
,,11140_4_5,Late1:OPN,,Late1:CLS,60,99,C2
,,11140_4_5,Late2:CLS,,Late2:CLS,60,999,D1
,,11140_4_5,Mid1:OPN,,Late1:OPN,20,59,C1
,,11150_10_19,Early1:OPN,,Mid1:OPN,0,19,B2
,,11150_10_19,Late1:OPN,,Late2:OPN,100,399,A3
,,11150_10_19,Late2:OPN,,Late2:OPN,400,999,C3
,,11150_10_19,Mid1:OPN,,Mid2:OPN,20,39,C1
,,11150_10_19,Mid2:OPN,,Late1:OPN,40,99,A1
,,11150_13,Early1:OPN,,Mid1:OPN,0,19,B2
,,11150_13,Late1:OPN,,Late2:OPN,100,399,A3
,,11150_13,Late2:OPN,,Late2:OPN,400,999,C3
,,11150_13,Mid1:OPN,,Mid2:OPN,20,39,C1
,,11150_13,Mid2:OPN,,Late1:OPN,30,99,A1
,,11150_14,Early1:OPN,,Mid1:OPN,0,19,B2
,,11150_14,Late1:OPN,,Late2:OPN,100,399,A3
,,11150_14,Late2:OPN,,Late2:OPN,400,999,C3
,,11150_14,Mid1:OPN,,Mid2:OPN,20,39,C1
,,11150_14,Mid2:OPN,,Late1:OPN,40,99,A1
,,11150_15_16_23_24,Early1:OPN,,Mid1:OPN,0,9,B2
,,11150_15_16_23_24,Late1:OPN,,Late2:OPN,100,399,A3
,,11150_15_16_23_24,Late2:OPN,,Late2:OPN,400,999,C3
,,11150_15_16_23_24,Mid1:OPN,,Mid2:OPN,10,29,C1
,,11150_15_16_23_24,Mid2:OPN,,Late1:OPN,30,99,A1
,,11150_17,Early1:OPN,,Mid1:OPN,0,19,B2
,,11150_17,Late1:OPN,,Late2:OPN,100,399,A3
,,11150_17,Late2:OPN,,Late2:OPN,400,999,C3
,,11150_17,Mid1:OPN,,Mid2:OPN,20,39,C1
,,11150_17,Mid2:OPN,,Late1:OPN,30,99,A1
,,11150_21_22,Early1:OPN,,Mid1:OPN,0,20,B2
,,11150_21_22,Late1:OPN,,Late1:OPN,392,999,A3
,,11150_21_22,Mid1:OPN,,Mid2:OPN,21,90,C1
,,11150_21_22,Mid2:OPN,,Late1:OPN,91,391,A1
,,11150_28,Early1:CLS,,Mid1:OPN,10,29,C1
,,11150_28,Early1:OPN,,Early1:CLS,0,9,B2
,,11150_28,Late1:CLS,,Late1:CLS,400,999,C3
,,11150_28,Late1:OPN,,Late1:CLS,100,399,A3
,,11150_28,Mid1:OPN,,Late1:OPN,30,99,A1
,,11160_15_25,Early1:ALL,,Mid1:CLS,0,9,B2
,,11160_15_25,Late1:CLS,,Late1:CLS,85,984,C3
,,11160_15_25,Mid1:CLS,,Late1:CLS,10,84,C1
,,11160_24,Early1:ALL,,Mid1:CLS,0,9,B2
,,11160_24,Late1:CLS,,Late1:CLS,85,984,C3
,,11160_24,Mid1:CLS,,Late1:CLS,10,99,C1
,,11160_26,Early1:ALL,,Mid1:CLS,0,9,B2
,,11160_26,Late1:CLS,,Late1:CLS,85,999,C3
,,11160_26,Late1:OPN,,Late1:OPN,85,999,D3
,,11160_26,Mid1:CLS,,Late1:CLS,10,84,C1
,,11170_13_15_28,Early1:ALL,,Mid1:OPN,0,49,B2
,,11170_13_15_28,Late1:CLS,,Late1:CLS,150,999,C3
,,11170_13_15_28,Late1:OPN,,Late1:OPN,150,999,A3
,,11170_13_15_28,Mid1:CLS,,Late1:CLS,50,149,C1
,,11170_13_15_28,Mid1:OPN,,Late1:OPN,50,149,A1
,,11170_16_23_24,Early1:ALL,,Mid1:CLS,0,14,B2
,,11170_16_23_24,Late1:CLS,,Late1:CLS,100,999,C3
,,11170_16_23_24,Late1:OPN,,Late1:OPN,100,999,A3
,,11170_16_23_24,Mid1:CLS,,Late1:CLS,15,99,C1
,,11170_16_23_24,Mid1:OPN,,Late1:OPN,15,99,A1
,,11170_20,Early1:ALL,,Mid1:CLS,0,14,B2
,,11170_20,Late1:CLS,,Late1:CLS,100,999,C3
,,11170_20,Late1:OPN,,Late1:OPN,100,999,A3
,,11170_20,Mid1:CLS,,Late1:CLS,15,99,C1
,,11170_20,Mid1:OPN,,Late1:OPN,15,99,A1
,,11170_29,Early1:ALL,,Mid1:OPN,0,29,B2
,,11170_29,Late1:CLS,,Late1:CLS,96,999,C3
,,11170_29,Late1:OPN,,Late1:OPN,81,999,A3
,,11170_29,Mid1:CLS,,Late1:CLS,26,95,C1
,,11170_29,Mid1:OPN,,Late1:OPN,30,80,A1
,,11170_33,Early1:ALL,,Mid1:OPN,0,49,B2
,,11170_33,Late1:CLS,,Late1:CLS,150,999,C3
,,11170_33,Late1:OPN,,Late1:OPN,150,999,A3
,,11170_33,Mid1:CLS,,Late1:CLS,50,149,A1
,,11170_33,Mid1:OPN,,Late1:OPN,50,149,C1
,,11171_27,Early1:ALL,,Mid1:OPN,0,75,B2
,,11171_27,Late1:OPN,,Late1:OPN,150,999,A1
,,11171_27,Mid1:OPN,,Late1:OPN,76,149,C1
,,11172_27,Early1:ALL,,Mid1:OPN,0,49,B2
,,11172_27,Late1:CLS,,Late1:CLS,150,999,C3
,,11172_27,Late1:OPN,,Late1:OPN,150,999,A3
,,11172_27,Mid1:CLS,,Late1:CLS,50,149,A1
,,11172_27,Mid1:OPN,,Late1:OPN,50,149,C1
,,11180_4,Early1:ALL,,Mid1:OPN,0,20,B1
,,11180_4,Late1:CLS,,Late1:CLS,61,999,C2
,,11180_4,Late1:OPN,,Late1:OPN,61,999,D1
,,11180_4,Mid1:OPN,,Late1:OPN,21,60,C1
,,11190_24_25,Early1:ALL,,Mid1:OPN,0,69,B2
,,11190_24_25,Late1:CLS,,Late1:CLS,195,259,A3
,,11190_24_25,Late1:OPN,,Late1:OPN,240,999,C3
,,11190_24_25,Mid1:CLS,,Late1:CLS,50,149,A1
,,11190_24_25,Mid1:OPN,,Late1:OPN,70,239,C1
,,11190_26,Early1:ALL,,Mid1:CLS,0,9,B2
,,11190_26,Late1:CLS,,Late1:CLS,85,999,C3
,,11190_26,Late1:OPN,,Late1:OPN,85,999,D3
,,11190_26,Mid1:CLS,,Late1:CLS,10,84,C1
,,11190_27,Early1:ALL,,Mid1:OPN,0,69,B2
,,11190_27,Late1:CLS,,Late1:CLS,150,999,A3
,,11190_27,Late1:OPN,,Late1:OPN,240,999,C3
,,11190_27,Mid1:CLS,,Late1:CLS,50,149,A1
,,11190_27,Mid1:OPN,,Late1:OPN,70,239,C1
,,11190_28,Early1:ALL,,Mid1:OPN,0,69,B2
,,11190_28,Late1:CLS,,Late1:CLS,195,259,A3
,,11190_28,Late1:OPN,,Late1:OPN,240,999,C3
,,11190_28,Mid1:CLS,,Late1:CLS,50,149,A1
,,11190_28,Mid1:OPN,,Late1:OPN,70,239,C1
,,11190_34,Early1:ALL,,Mid1:OPN,0,20,B1
,,11190_34,Late1:CLS,,Late1:CLS,51,999,A2
,,11190_34,Mid1:OPN,,Late1:CLS,21,50,C2
,,11200_1_2_7,Early1:ALL,,Mid1:OPN,0,29,B2
,,11200_1_2_7,Late1:CLS,,Late1:CLS,90,999,C3
,,11200_1_2_7,Late1:OPN,,Late1:OPN,90,999,A3
,,11200_1_2_7,Mid1:CLS,,Late1:CLS,30,89,C1
,,11200_1_2_7,Mid1:OPN,,Late1:OPN,30,89,A1
,,11210_14,Early1:ALL,,Mid1:ALL,0,2,B1
,,11210_14,Late1:CLS,,Late1:CLS,22,999,B3
,,11210_14,Mid1:ALL,,Mid2:ALL,3,14,C2
,,11210_14,Mid2:ALL,,Late1:CLS,15,21,A2
,,11210_15,Early1:ALL,,Mid1:ALL,0,2,B1
,,11210_15,Late1:CLS,,Late1:CLS,22,999,B3
,,11210_15,Mid1:ALL,,Mid2:ALL,3,14,C2
,,11210_15,Mid2:ALL,,Late1:CLS,15,21,A2
,,11210_24,Early1:ALL,,Mid1:CLS,0,2,B1
,,11210_24,Late1:OPN,,Late1:OPN,23,999,B3
,,11210_24,Mid1:CLS,,Mid1:OPN,3,14,C2
,,11210_24,Mid1:OPN,,Late1:OPN,15,22,A2
,,11210_25,Early1:ALL,,Mid1:ALL,0,15,B1
,,11210_25,Late1:ALL,,Late1:ALL,51,999,A2
,,11210_25,Mid1:ALL,,Late1:ALL,16,50,C2
,,11210_26,Early1:OPN,,Mid1:OPN,0,5,B1
,,11210_26,Mid1:OPN,,Mid2:OPN,6,50,C2
,,11210_26,Mid2:OPN,,Mid2:OPN,51,999,A2
,,11210_27,Early1:ALL,,Mid1:ALL,0,5,B2
,,11210_27,Mid1:ALL,,Mid2:ALL,6,50,C1
,,11210_27,Mid2:ALL,,Mid2:ALL,51,999,A1
,,11220_25,Early1:OPN,,Mid1:ALL,0,15,B1
,,11220_25,Mid1:ALL,,Mid1:ALL,16,999,C2
,,11220_26,Early1:OPN,,Mid1:CLS,0,50,B1
,,11220_26,Mid1:CLS,,Mid1:CLS,51,999,C2
,,11220_27,Late1:ALL,,Late1:ALL,0,999,B1
,,11230_1_7_8_9,Early1:ALL,,Mid1:CLS,0,1,B1
,,11230_1_7_8_9,Late1:OPN,,Late1:OPN,51,999,A2
,,11230_1_7_8_9,Mid1:CLS,,Late1:OPN,2,50,C2
,,11230_10_18,Early1:OPN,,Mid1:OPN,0,54,B1
,,11230_10_18,Mid1:OPN,,Mid1:OPN,55,999,C2
,,11240_1_7_8_9,Early1:ALL,,Mid1:OPN,0,55,B2
,,11240_1_7_8_9,Late1:CLS,,Late1:CLS,77,999,A3
,,11240_1_7_8_9,Mid1:OPN,,Late1:CLS,56,76,A1
,,11240_10_12_17_18_19_21,Early1:ALL,,Late1:OPN,0,24,B1
,,11240_10_12_17_18_19_21,Late1:CLS,,Late1:CLS,120,999,C2
,,11240_10_12_17_18_19_21,Late1:OPN,,Late1:OPN,25,999,C1
,,11250_1_7_8_9_10_19,Early1:ALL,,Mid1:OPN,0,49,A1
,,11250_1_7_8_9_10_19,Late1:CLS,,Late1:CLS,80,999,D1
,,11250_1_7_8_9_10_19,Late1:OPN,,Late1:CLS,67,79,C1
,,11250_1_7_8_9_10_19,Mid1:OPN,,Late1:OPN,50,66,B1
,,11250_20_29_30_31_33,Early1:ALL,,Mid1:OPN,0,40,A1
,,11250_20_29_30_31_33,Late1:CLS,,Late1:CLS,101,999,C1
,,11250_20_29_30_31_33,Mid1:OPN,,Late1:CLS,41,100,B1
,,11250_6_12_13_15_16_17_18_23_24_25_28,Early1:OPN,,Mid1:OPN,0,19,A1
,,11250_6_12_13_15_16_17_18_23_24_25_28,Late1:CLS,,Late1:CLS,40,999,C1
