bps_model_id,state_class_source,state_class_to,transition_type_id,probability,return_interval(years),age_reset,tst_min
13580_35_36,Mid1:CLS,Early1:ALL,Replacement Fire,0.03,33,Yes,0
13580_35_36,Mid1:CLS,Mid1:CLS,Surface Fire,0.1,10,No,0
13580_35_36,Mid1:CLS,Mid1:OPN,Mixed Fire,0.04,25,Yes,0
13580_35_36,Mid1:OPN,Mid1:CLS,Alternative Succession,1.0,1,Yes,10
13580_35_36,Mid1:OPN,Mid1:OPN,Surface Fire,0.15,7,No,0
13600_56,Early1:ALL,Early1:ALL,Surface Fire,0.333,3,No,0
13600_56,Early1:ALL,Mid1:CLS,Alternative Succession,1.0,1,Yes,10
13600_56,Late1:CLS,Early1:ALL,Wind or Weather or Stress,0.01,100,Yes,0
13600_56,Late1:CLS,Mid1:CLS,Mixed Fire,0.01,100,Yes,0
13600_56,Late1:OPN,Early1:ALL,Wind or Weather or Stress,0.01,100,Yes,0
13600_56,Late1:OPN,Late1:CLS,Alternative Succession,1.0,1,Yes,30
13600_56,Late1:OPN,Late1:OPN,Surface Fire,0.333,3,No,0
13600_56,Mid1:CLS,Early1:ALL,Replacement Fire,0.025,40,Yes,0
13600_56,Mid1:CLS,Early1:ALL,Wind or Weather or Stress,0.01,100,Yes,0
13600_56,Mid1:CLS,Mid1:CLS,Mixed Fire,0.05,20,No,0
13600_56,Mid1:OPN,Early1:ALL,Wind or Weather or Stress,0.01,100,Yes,0
13600_56,Mid1:OPN,Mid1:CLS,Alternative Succession,1.0,1,Yes,10
13600_56,Mid1:OPN,Mid1:OPN,Surface Fire,0.333,3,No,0
13610_58_60,Early1:ALL,Early1:ALL,Surface Fire,0.03,33,No,0
13610_58_60,Early1:ALL,Early1:ALL,Wind or Weather or Stress,0.01,100,Yes,0
13610_58_60,Early1:ALL,Mid1:CLS,Alternative Succession,1.0,1,Yes,19
13610_58_60,Late1:CLS,Early1:ALL,Replacement Fire,0.003,333,Yes,0
13610_58_60,Late1:CLS,Early1:ALL,Wind or Weather or Stress,0.005,200,Yes,0
13610_58_60,Late1:CLS,Late1:OPN,Wind or Weather or Stress,0.002,500,Yes,0
13610_58_60,Late1:OPN,Early1:ALL,Replacement Fire,0.003,333,Yes,0
13610_58_60,Late1:OPN,Early1:ALL,Wind or Weather or Stress,0.005,200,Yes,0
13610_58_60,Late1:OPN,Late1:OPN,Mixed Fire,0.04,25,No,0
13610_58_60,Mid1:CLS,Early1:ALL,Replacement Fire,0.003,333,Yes,0
13610_58_60,Mid1:CLS,Early1:ALL,Wind or Weather or Stress,0.005,200,Yes,0
13610_58_60,Mid1:CLS,Mid1:CLS,Surface Fire,0.03,33,No,0
13610_58_60,Mid1:CLS,Mid1:OPN,Mixed Fire,0.015,67,Yes,0
13610_58_60,Mid1:OPN,Early1:ALL,Replacement Fire,0.003,333,Yes,0
13610_58_60,Mid1:OPN,Early1:ALL,Wind or Weather or Stress,0.005,200,Yes,0
13610_58_60,Mid1:OPN,Late1:CLS,Alternative Succession,0.06,17,Yes,0
13620_41_50,Late1:CLS,Early1:ALL,Replacement Fire,0.0033,303,Yes,0
13620_41_50,Late1:CLS,Early1:ALL,Wind or Weather or Stress,0.002,500,Yes,0
13620_41_50,Late1:CLS,Late1:CLS,Surface Fire,0.1,10,No,0
13620_41_50,Late1:CLS,Late2:OPN,Mixed Fire,0.01,100,No,0
13620_41_50,Late2:OPN,Early1:ALL,Replacement Fire,0.0033,303,Yes,0
13620_41_50,Late2:OPN,Early1:ALL,Wind or Weather or Stress,0.002,500,Yes,0
13620_41_50,Late2:OPN,Late1:CLS,Alternative Succession,1.0,1,No,100
13620_41_50,Late2:OPN,Late2:OPN,Surface Fire,0.1,10,No,0
13620_41_50,Mid1:OPN,Early1:ALL,Replacement Fire,0.0033,303,Yes,0
13620_41_50,Mid1:OPN,Early1:ALL,Wind or Weather or Stress,0.002,500,Yes,0
13620_41_50,Mid1:OPN,Mid1:OPN,Surface Fire,0.1,10,No,0
13620_41_50,Mid1:OPN,Mid2:CLS,Alternative Succession,1.0,1,No,40
13620_41_50,Mid2:CLS,Early1:ALL,Replacement Fire,0.0033,303,Yes,0
13620_41_50,Mid2:CLS,Early1:ALL,Wind or Weather or Stress,0.002,500,Yes,0
13620_41_50,Mid2:CLS,Mid1:OPN,Mixed Fire,0.01,100,No,0
13620_41_50,Mid2:CLS,Mid2:CLS,Surface Fire,0.1,10,No,0
13620_51_63_64_65_66,Early1:ALL,Early1:ALL,Replacement Fire,0.01,100,Yes,0
13620_51_63_64_65_66,Early1:ALL,Mid1:CLS,Alternative Succession,0.001,"1,000",Yes,0
13620_51_63_64_65_66,Late1:CLS,Early1:ALL,Replacement Fire,0.003,333,Yes,0
13620_51_63_64_65_66,Late1:CLS,Early1:ALL,Wind or Weather or Stress,0.002,500,Yes,0
13620_51_63_64_65_66,Late1:CLS,Late1:CLS,Surface Fire,0.013,77,No,0
13620_51_63_64_65_66,Late1:CLS,Mid1:CLS,Mixed Fire,0.005,200,Yes,0
13620_51_63_64_65_66,Late1:CLS,Mid1:CLS,Wind or Weather or Stress,0.002,500,Yes,0
13620_51_63_64_65_66,Mid1:CLS,Early1:ALL,Replacement Fire,0.002,500,Yes,0
13620_51_63_64_65_66,Mid1:CLS,Early1:ALL,Wind or Weather or Stress,0.002,500,Yes,0
13620_51_63_64_65_66,Mid1:CLS,Late1:CLS,Alternative Succession,1.0,1,Yes,100
13620_51_63_64_65_66,Mid1:CLS,Mid1:CLS,Wind or Weather or Stress,0.002,500,No,0
13620_51_63_64_65_66,Mid1:CLS,Mid2:OPN,Competition or Maintenance,0.02,50,Yes,0
13620_51_63_64_65_66,Mid2:OPN,Early1:ALL,Replacement Fire,0.002,500,Yes,0
13620_51_63_64_65_66,Mid2:OPN,Early1:ALL,Wind or Weather or Stress,0.002,500,Yes,0
13620_51_63_64_65_66,Mid2:OPN,Mid1:CLS,Mixed Fire,0.002,500,Yes,0
13620_51_63_64_65_66,Mid2:OPN,Mid1:CLS,Wind or Weather or Stress,0.002,500,Yes,0
13620_51_63_64_65_66,Mid2:OPN,Mid2:OPN,Surface Fire,0.025,40,No,0
13622_41_50,Late1:CLS,Early1:ALL,Replacement Fire,0.004,250,Yes,0
13622_41_50,Late1:CLS,Late1:CLS,Surface Fire,0.03,33,No,0
13622_41_50,Late1:CLS,Mid1:CLS,Wind or Weather or Stress,0.001,"1,000",Yes,0
13622_41_50,Late2:CLS,Early1:ALL,Replacement Fire,0.004,250,Yes,0
13622_41_50,Late2:CLS,Early1:ALL,Wind or Weather or Stress,0.001,"1,000",Yes,0
13622_41_50,Late2:CLS,Late2:CLS,Surface Fire,0.03,33,No,0
13622_41_50,Late2:CLS,Mid1:CLS,Wind or Weather or Stress,0.001,"1,000",Yes,0
13622_41_50,Mid1:CLS,Early1:ALL,Replacement Fire,0.007,143,Yes,0
13622_41_50,Mid1:CLS,Mid1:CLS,Surface Fire,0.03,33,No,0
13622_41_50,Mid2:CLS,Early1:ALL,Replacement Fire,0.007,143,Yes,0
13622_41_50,Mid2:CLS,Early1:ALL,Wind or Weather or Stress,0.001,"1,000",Yes,0
13622_41_50,Mid2:CLS,Mid2:CLS,Surface Fire,0.03,33,No,0
13630_47_53,Early1:ALL,Early1:ALL,Mixed Fire,0.05,20,No,0
13630_47_53,Early1:ALL,Early1:ALL,Replacement Fire,0.07,14,Yes,0
13630_47_53,Early1:ALL,Early1:ALL,Surface Fire,0.2,5,No,0
13630_47_53,Early1:ALL,Mid1:CLS,Alternative Succession,1.0,1,Yes,5
13630_47_53,Late1:OPN,Early1:ALL,Replacement Fire,0.015,67,Yes,0
13630_47_53,Late1:OPN,Late1:OPN,Mixed Fire,0.1,10,No,0
13630_47_53,Late1:OPN,Late1:OPN,Native Grazing,0.15,7,No,0
13630_47_53,Late1:OPN,Late1:OPN,Surface Fire,0.2,5,No,0
13630_47_53,Late1:OPN,Late2:CLS,Alternative Succession,1.0,1,Yes,30
13630_47_53,Late2:CLS,Early1:ALL,Replacement Fire,0.0083,120,Yes,0
13630_47_53,Late2:CLS,Late1:OPN,Mixed Fire,0.05,20,Yes,0
13630_47_53,Late2:CLS,Late1:OPN,Wind or Weather or Stress,0.005,200,Yes,0
13630_47_53,Mid1:CLS,Early1:ALL,Replacement Fire,0.02,50,Yes,0
13630_47_53,Mid1:CLS,Mid1:CLS,Wind or Weather or Stress,0.005,200,No,0
13630_47_53,Mid1:CLS,Mid1:OPN,Mixed Fire,0.01,100,Yes,0
13630_47_53,Mid1:OPN,Early1:ALL,Replacement Fire,0.04,25,Yes,0
13630_47_53,Mid1:OPN,Mid1:CLS,Alternative Succession,1.0,1,Yes,10
13630_47_53,Mid1:OPN,Mid1:OPN,Mixed Fire,0.1,10,No,0
13630_47_53,Mid1:OPN,Mid1:OPN,Native Grazing,0.15,7,No,0
13630_47_53,Mid1:OPN,Mid1:OPN,Surface Fire,0.2,5,No,0
13640_32_44_49,Early1:ALL,Early1:ALL,Native Grazing,0.1,10,No,0
13640_32_44_49,Early1:ALL,Early1:ALL,Replacement Fire,0.2,5,Yes,0
13640_32_44_49,Early1:ALL,Early1:ALL,Surface Fire,0.2,5,No,0
13640_32_44_49,Early1:ALL,Mid1:CLS,Alternative Succession,1.0,1,Yes,5
13640_32_44_49,Late1:OPN,Early1:ALL,Replacement Fire,0.001,"1,000",Yes,0
13640_32_44_49,Late1:OPN,Early1:ALL,Wind or Weather or Stress,0.001,"1,000",Yes,0
13640_32_44_49,Late1:OPN,Late1:OPN,Mixed Fire,0.002,500,No,0
13640_32_44_49,Late1:OPN,Late1:OPN,Native Grazing,0.1,10,No,0
13640_32_44_49,Late1:OPN,Late1:OPN,Surface Fire,0.2,5,No,0
13640_32_44_49,Late1:OPN,Late2:CLS,Alternative Succession,1.0,1,Yes,20
13640_32_44_49,Late2:CLS,Early1:ALL,Replacement Fire,0.015,67,Yes,0
13640_32_44_49,Late2:CLS,Late1:OPN,Mixed Fire,0.05,20,Yes,0
13640_32_44_49,Late2:CLS,Late1:OPN,Wind or Weather or Stress,0.015,67,Yes,0
13640_32_44_49,Late2:CLS,Late2:CLS,Surface Fire,0.03,33,No,0
13640_32_44_49,Mid1:CLS,Early1:ALL,Replacement Fire,0.025,40,Yes,0
13640_32_44_49,Mid1:CLS,Mid1:CLS,Surface Fire,0.03,33,No,0
13640_32_44_49,Mid1:CLS,Mid1:OPN,Mixed Fire,0.025,40,Yes,0
13640_32_44_49,Mid1:CLS,Mid1:OPN,Wind or Weather or Stress,0.015,67,Yes,0
13640_32_44_49,Mid1:OPN,Early1:ALL,Replacement Fire,0.01,100,Yes,0
13640_32_44_49,Mid1:OPN,Early1:ALL,Wind or Weather or Stress,0.001,"1,000",Yes,0
13640_32_44_49,Mid1:OPN,Mid1:CLS,Alternative Succession,1.0,1,Yes,10
13640_32_44_49,Mid1:OPN,Mid1:OPN,Mixed Fire,0.02,50,No,0
13640_32_44_49,Mid1:OPN,Mid1:OPN,Native Grazing,0.1,10,No,0
13640_32_44_49,Mid1:OPN,Mid1:OPN,Surface Fire,0.2,5,No,0
13651_40_41_50,Early2:CLS,Early1:CLS,Replacement Fire,0.003,333,Yes,0
13651_40_41_50,Early2:CLS,Late1:CLS,Alternative Succession,1.0,1,Yes,68
13651_40_41_50,Late1:CLS,Early1:CLS,Replacement Fire,0.005,200,Yes,0
13651_40_41_50,Late1:CLS,Early2:CLS,Mixed Fire,0.001,"1,000",Yes,0
13651_40_41_50,Late1:CLS,Early2:CLS,Wind or Weather or Stress,0.001,"1,000",Yes,0
13651_40_41_50,Late1:CLS,Late1:CLS,Insects or Disease,0.03,33,No,0
13651_40_41_50,Mid1:CLS,Early1:CLS,Replacement Fire,0.003,333,Yes,0
13651_40_41_50,Mid1:CLS,Early2:CLS,Wind or Weather or Stress,0.001,"1,000",Yes,0
13651_51,Early2:CLS,Early1:CLS,Replacement Fire,0.002,500,Yes,0
13651_51,Early2:CLS,Late1:CLS,Alternative Succession,0.01,100,Yes,0
13651_51,Late1:CLS,Early1:CLS,Replacement Fire,0.002,500,Yes,0
13651_51,Late1:CLS,Early2:CLS,Mixed Fire,0.003,333,Yes,0
13651_51,Late1:CLS,Early2:CLS,Wind or Weather or Stress,0.001,"1,000",Yes,0
13651_51,Late1:CLS,Late1:CLS,Insects or Disease,0.017,59,No,0
13651_51,Late1:CLS,Late1:CLS,Wind or Weather or Stress,0.1,10,No,0
13651_51,Mid1:CLS,Early1:CLS,Replacement Fire,0.004,250,Yes,0
13651_51,Mid1:CLS,Early2:CLS,Wind or Weather or Stress,0.001,"1,000",Yes,0
13652_41,Early2:CLS,Early1:CLS,Replacement Fire,0.002,500,Yes,0
13652_41,Early2:CLS,Late1:CLS,Alternative Succession,1.0,1,Yes,68
13652_41,Late1:CLS,Early1:CLS,Replacement Fire,0.001,"1,000",Yes,0
13652_41,Late1:CLS,Early2:CLS,Mixed Fire,0.001,"1,000",Yes,0
13652_41,Late1:CLS,Early2:CLS,Wind or Weather or Stress,0.001,"1,000",Yes,0
13652_41,Late1:CLS,Late1:CLS,Insects or Disease,0.017,59,No,0
13652_41,Mid1:CLS,Early1:CLS,Replacement Fire,0.002,500,Yes,0
13652_41,Mid1:CLS,Early2:CLS,Wind or Weather or Stress,0.001,"1,000",Yes,0
13652_51,Early2:CLS,Early1:CLS,Replacement Fire,0.002,500,Yes,0
13652_51,Early2:CLS,Late1:CLS,Alternative Succession,0.01,100,Yes,0
13652_51,Late1:CLS,Early1:CLS,Replacement Fire,0.001,"1,000",Yes,0
13652_51,Late1:CLS,Early2:CLS,Mixed Fire,0.001,"1,000",Yes,0
13652_51,Late1:CLS,Early2:CLS,Wind or Weather or Stress,0.001,"1,000",Yes,0
13652_51,Late1:CLS,Late1:CLS,Insects or Disease,0.017,59,No,0
13652_51,Mid1:CLS,Early1:CLS,Replacement Fire,0.002,500,Yes,0
13652_51,Mid1:CLS,Early2:CLS,Wind or Weather or Stress,0.001,"1,000",Yes,0
13653_41,Early1:ALL,Early1:ALL,Replacement Fire,0.009,111,Yes,0
13653_41,Late1:CLS,Early1:ALL,Replacement Fire,0.013,77,Yes,0
13653_41,Late1:CLS,Late1:CLS,Insects or Disease,0.03,33,No,0
13653_41,Late2:CLS,Early1:ALL,Replacement Fire,0.015,67,Yes,0
13653_41,Late2:CLS,Late2:CLS,Insects or Disease,0.03,33,No,0
13653_41,Late3:CLS,Early1:ALL,Replacement Fire,0.015,67,Yes,0
13653_41,Late3:CLS,Late3:CLS,Insects or Disease,0.03,33,No,0
13653_41,Mid1:CLS,Mid1:CLS,Mixed Fire,0.015,67,No,0
13660_50,Early1:ALL,Early1:ALL,Replacement Fire,0.005,200,Yes,0
13660_50,Early2:CLS,Early1:ALL,Replacement Fire,0.002,500,Yes,0
13660_50,Early2:CLS,Early1:ALL,Wind or Weather or Stress,0.001,"1,000",Yes,0
13660_50,Early2:CLS,Early2:CLS,Surface Fire,0.005,200,No,0
13660_50,Late1:CLS,Early1:ALL,Replacement Fire,0.002,500,Yes,0
13660_50,Late1:CLS,Late1:CLS,Surface Fire,0.0025,400,No,0
13660_50,Late1:CLS,Mid1:CLS,Wind or Weather or Stress,0.001,"1,000",Yes,0
13660_50,Mid1:CLS,Early1:ALL,Replacement Fire,0.002,500,Yes,0
13660_50,Mid1:CLS,Early1:ALL,Wind or Weather or Stress,0.001,"1,000",Yes,0
13660_50,Mid1:CLS,Mid1:CLS,Mixed Fire,0.0025,400,No,0
13660_50,Mid1:CLS,Mid1:CLS,Surface Fire,0.004,250,No,0
13660_51_63_64_65_66,Early1:ALL,Early1:ALL,Replacement Fire,0.005,200,Yes,0
13660_51_63_64_65_66,Early2:CLS,Early1:ALL,Replacement Fire,0.002,500,Yes,0
13660_51_63_64_65_66,Early2:CLS,Early1:ALL,Wind or Weather or Stress,0.001,"1,000",Yes,0
13660_51_63_64_65_66,Early2:CLS,Early2:CLS,Surface Fire,0.005,200,No,0
13660_51_63_64_65_66,Late1:CLS,Early1:ALL,Replacement Fire,0.002,500,Yes,0
13660_51_63_64_65_66,Late1:CLS,Late1:CLS,Surface Fire,0.0025,400,No,0
13660_51_63_64_65_66,Late1:CLS,Mid1:CLS,Wind or Weather or Stress,0.001,"1,000",Yes,0
13660_51_63_64_65_66,Mid1:CLS,Early1:ALL,Replacement Fire,0.002,500,Yes,0
13660_51_63_64_65_66,Mid1:CLS,Early1:ALL,Wind or Weather or Stress,0.001,"1,000",Yes,0
13660_51_63_64_65_66,Mid1:CLS,Mid1:CLS,Mixed Fire,0.0025,400,No,0
13660_51_63_64_65_66,Mid1:CLS,Mid1:CLS,Surface Fire,0.004,250,No,0
13670_32_44,Early1:ALL,Early1:ALL,Replacement Fire,0.007,143,Yes,0
13670_32_44,Early1:ALL,Early1:ALL,Surface Fire,0.25,4,No,0
13670_32_44,Early1:ALL,Mid1:CLS,Alternative Succession,1.0,1,Yes,9
13670_32_44,Late1:CLS,Early1:ALL,Insects or Disease,0.007,143,Yes,0
13670_32_44,Late1:CLS,Early1:ALL,Replacement Fire,0.01,100,Yes,0
13670_32_44,Late1:CLS,Late1:CLS,Competition or Maintenance,0.01,100,No,0
13670_32_44,Late1:CLS,Late1:CLS,Surface Fire,0.07,14,No,0
13670_32_44,Late1:CLS,Late1:OPN,Insects or Disease,0.005,200,Yes,0
13670_32_44,Late1:CLS,Late1:OPN,Mixed Fire,0.025,40,Yes,0
13670_32_44,Late1:CLS,Late1:OPN,Wind or Weather or Stress,0.005,200,Yes,0
13670_32_44,Late1:OPN,Early1:ALL,Wind or Weather or Stress,0.005,200,Yes,0
13670_32_44,Late1:OPN,Late1:CLS,Alternative Succession,1.0,1,Yes,10
13670_32_44,Late1:OPN,Late1:OPN,Mixed Fire,0.007,143,No,0
13670_32_44,Late1:OPN,Late1:OPN,Surface Fire,0.25,4,No,0
13670_32_44,Mid1:CLS,Early1:ALL,Replacement Fire,0.01,100,Yes,0
13670_32_44,Mid1:CLS,Early1:ALL,Wind or Weather or Stress,0.005,200,Yes,0
13670_32_44,Mid1:CLS,Mid1:CLS,Competition or Maintenance,0.01,100,No,0
13670_32_44,Mid1:CLS,Mid1:CLS,Surface Fire,0.05,20,No,0
13670_32_44,Mid1:CLS,Mid1:OPN,Mixed Fire,0.025,40,Yes,0
13670_32_44,Mid1:OPN,Mid1:CLS,Alternative Succession,1.0,1,Yes,15
13670_32_44,Mid1:OPN,Mid1:OPN,Mixed Fire,0.007,143,No,0
13670_32_44,Mid1:OPN,Mid1:OPN,Surface Fire,0.25,4,No,0
13680_46_48_54_57_59_60_61,Early1:ALL,Early1:ALL,Replacement Fire,0.005,200,Yes,0
13680_46_48_54_57_59_60_61,Early1:ALL,Early1:ALL,Surface Fire,0.08,13,No,0
13680_46_48_54_57_59_60_61,Early1:ALL,Mid1:CLS,Alternative Succession,1.0,1,Yes,14
13680_46_48_54_57_59_60_61,Late1:CLS,Early1:ALL,Replacement Fire,0.002,500,Yes,0
13680_46_48_54_57_59_60_61,Late1:CLS,Early1:ALL,Wind or Weather or Stress,0.002,500,Yes,0
13680_46_48_54_57_59_60_61,Late1:CLS,Late1:CLS,Surface Fire,0.06,17,No,0
13680_46_48_54_57_59_60_61,Late1:CLS,Late1:OPN,Insects or Disease,0.002,500,Yes,0
13680_46_48_54_57_59_60_61,Late1:CLS,Late1:OPN,Mixed Fire,0.01,100,Yes,0
13680_46_48_54_57_59_60_61,Late1:CLS,Late1:OPN,Wind or Weather or Stress,0.01,100,Yes,0
13680_46_48_54_57_59_60_61,Late1:OPN,Early1:ALL,Insects or Disease,0.002,500,Yes,0
13680_46_48_54_57_59_60_61,Late1:OPN,Early1:ALL,Replacement Fire,0.002,500,Yes,0
13680_46_48_54_57_59_60_61,Late1:OPN,Early1:ALL,Wind or Weather or Stress,0.002,500,Yes,0
13680_46_48_54_57_59_60_61,Late1:OPN,Late1:CLS,Alternative Succession,1.0,1,Yes,15
13680_46_48_54_57_59_60_61,Late1:OPN,Late1:OPN,Native Grazing,0.007,143,No,0
13680_46_48_54_57_59_60_61,Late1:OPN,Late1:OPN,Surface Fire,0.25,4,No,0
13680_46_48_54_57_59_60_61,Mid1:CLS,Early1:ALL,Replacement Fire,0.003,333,Yes,0
13680_46_48_54_57_59_60_61,Mid1:CLS,Early1:ALL,Wind or Weather or Stress,0.003,333,Yes,0
13680_46_48_54_57_59_60_61,Mid1:CLS,Mid1:CLS,Surface Fire,0.05,20,No,0
13680_46_48_54_57_59_60_61,Mid1:CLS,Mid1:OPN,Insects or Disease,0.004,250,Yes,0
13680_46_48_54_57_59_60_61,Mid1:CLS,Mid1:OPN,Mixed Fire,0.02,50,Yes,0
13680_46_48_54_57_59_60_61,Mid1:CLS,Mid1:OPN,Wind or Weather or Stress,0.005,200,Yes,0
13680_46_48_54_57_59_60_61,Mid1:OPN,Early1:ALL,Replacement Fire,0.005,200,Yes,0
13680_46_48_54_57_59_60_61,Mid1:OPN,Early1:ALL,Wind or Weather or Stress,0.003,333,Yes,0
13680_46_48_54_57_59_60_61,Mid1:OPN,Mid1:CLS,Alternative Succession,1.0,1,Yes,12
13680_46_48_54_57_59_60_61,Mid1:OPN,Mid1:OPN,Native Grazing,0.004,250,No,0
13680_46_48_54_57_59_60_61,Mid1:OPN,Mid1:OPN,Surface Fire,0.25,4,No,0
13690_60_61_63_64_65_66,Early1:ALL,Early1:ALL,Replacement Fire,0.0067,149,Yes,0
13690_60_61_63_64_65_66,Early1:ALL,Mid1:CLS,Alternative Succession,1.0,1,Yes,19
13690_60_61_63_64_65_66,Late1:CLS,Early1:ALL,Replacement Fire,0.003,333,Yes,0
13690_60_61_63_64_65_66,Late1:CLS,Late1:CLS,Surface Fire,0.03,33,No,0
13690_60_61_63_64_65_66,Late1:CLS,Late1:OPN,Wind or Weather or Stress,0.003,333,Yes,0
13690_60_61_63_64_65_66,Late1:CLS,Mid1:OPN,Mixed Fire,0.003,333,Yes,0
13690_60_61_63_64_65_66,Late1:OPN,Early1:ALL,Replacement Fire,0.0067,149,Yes,0
13690_60_61_63_64_65_66,Late1:OPN,Late1:CLS,Alternative Succession,1.0,1,Yes,100
13690_60_61_63_64_65_66,Late1:OPN,Late1:OPN,Surface Fire,0.1,10,No,0
13690_60_61_63_64_65_66,Late1:OPN,Late1:OPN,Wind or Weather or Stress,0.025,40,No,0
13690_60_61_63_64_65_66,Mid1:CLS,Early1:ALL,Replacement Fire,0.0067,149,Yes,0
13690_60_61_63_64_65_66,Mid1:CLS,Mid1:CLS,Surface Fire,0.03,33,No,0
13690_60_61_63_64_65_66,Mid1:CLS,Mid1:OPN,Mixed Fire,0.01,100,Yes,0
13690_60_61_63_64_65_66,Mid1:CLS,Mid1:OPN,Wind or Weather or Stress,0.003,333,Yes,0
13690_60_61_63_64_65_66,Mid1:OPN,Early1:ALL,Replacement Fire,0.003,333,Yes,0
13690_60_61_63_64_65_66,Mid1:OPN,Mid1:OPN,Surface Fire,0.1,10,No,0
13690_60_61_63_64_65_66,Mid1:OPN,Mid1:OPN,Wind or Weather or Stress,0.1,10,No,0
13700_53_61_62,Early1:ALL,Early1:ALL,Replacement Fire,0.001,"1,000",Yes,0
13700_53_61_62,Early1:ALL,Early1:ALL,Wind or Weather or Stress,0.001,"1,000",No,0
13700_53_61_62,Late1:CLS,Early1:ALL,Replacement Fire,0.001,"1,000",Yes,0
13700_53_61_62,Late1:CLS,Early1:ALL,Wind or Weather or Stress,0.001,"1,000",Yes,0
13700_53_61_62,Late1:CLS,Mid1:OPN,Mixed Fire,0.001,"1,000",Yes,0
13700_53_61_62,Late1:CLS,Mid1:OPN,Wind or Weather or Stress,0.0071,141,Yes,0
13700_53_61_62,Mid1:CLS,Early1:ALL,Replacement Fire,0.001,"1,000",Yes,0
13700_53_61_62,Mid1:CLS,Early1:ALL,Wind or Weather or Stress,0.001,"1,000",Yes,0
13700_53_61_62,Mid1:CLS,Mid1:OPN,Mixed Fire,0.001,"1,000",Yes,0
13700_53_61_62,Mid1:CLS,Mid1:OPN,Wind or Weather or Stress,0.0071,141,Yes,0
13700_53_61_62,Mid1:OPN,Early1:ALL,Replacement Fire,0.001,"1,000",Yes,0
13700_53_61_62,Mid1:OPN,Early1:ALL,Wind or Weather or Stress,0.001,"1,000",Yes,0
13700_53_61_62,Mid1:OPN,Late1:CLS,Alternative Succession,1.0,1,Yes,100
13700_53_61_62,Mid1:OPN,Mid1:OPN,Mixed Fire,0.001,"1,000",No,0
13700_53_61_62,Mid1:OPN,Mid1:OPN,Wind or Weather or Stress,0.0071,141,No,0
13700_60_63_64_65_66,Early1:ALL,Early1:ALL,Replacement Fire,0.001,"1,000",Yes,0
13700_60_63_64_65_66,Early1:ALL,Early1:ALL,Wind or Weather or Stress,0.001,"1,000",No,0
13700_60_63_64_65_66,Late1:CLS,Early1:ALL,Replacement Fire,0.001,"1,000",Yes,0
13700_60_63_64_65_66,Late1:CLS,Early1:ALL,Wind or Weather or Stress,0.001,"1,000",Yes,0
13700_60_63_64_65_66,Late1:CLS,Mid1:OPN,Mixed Fire,0.001,"1,000",Yes,0
13700_60_63_64_65_66,Late1:CLS,Mid1:OPN,Wind or Weather or Stress,0.0071,141,Yes,0
13700_60_63_64_65_66,Mid1:CLS,Early1:ALL,Replacement Fire,0.001,"1,000",Yes,0
13700_60_63_64_65_66,Mid1:CLS,Early1:ALL,Wind or Weather or Stress,0.001,"1,000",Yes,0
13700_60_63_64_65_66,Mid1:CLS,Mid1:OPN,Mixed Fire,0.001,"1,000",Yes,0
13700_60_63_64_65_66,Mid1:CLS,Mid1:OPN,Wind or Weather or Stress,0.0071,141,Yes,0
13700_60_63_64_65_66,Mid1:OPN,Early1:ALL,Replacement Fire,0.001,"1,000",Yes,0
13700_60_63_64_65_66,Mid1:OPN,Early1:ALL,Wind or Weather or Stress,0.001,"1,000",Yes,0
13700_60_63_64_65_66,Mid1:OPN,Late1:CLS,Alternative Succession,1.0,1,Yes,100
13700_60_63_64_65_66,Mid1:OPN,Mid1:OPN,Mixed Fire,0.001,"1,000",No,0
13700_60_63_64_65_66,Mid1:OPN,Mid1:OPN,Wind or Weather or Stress,0.0071,141,No,0
13710_32_36_37_45_98,Early1:ALL,Early1:ALL,Replacement Fire,0.02,50,Yes,0
13710_32_36_37_45_98,Early1:ALL,Early1:ALL,Surface Fire,0.2,5,No,0
13710_32_36_37_45_98,Early1:ALL,Mid1:CLS,Alternative Succession,1.0,1,Yes,10
13710_32_36_37_45_98,Late1:CLS,Early1:ALL,Insects or Disease,0.005,200,Yes,0
13710_32_36_37_45_98,Late1:CLS,Early1:ALL,Replacement Fire,0.01,100,Yes,0
13710_32_36_37_45_98,Late1:CLS,Late1:CLS,Surface Fire,0.2,5,No,0
13710_32_36_37_45_98,Late1:CLS,Late1:OPN,Insects or Disease,0.015,67,Yes,0
13710_32_36_37_45_98,Late1:CLS,Late1:OPN,Mixed Fire,0.02,50,Yes,0
13710_32_36_37_45_98,Late1:OPN,Early1:ALL,Replacement Fire,0.005,200,Yes,0
13710_32_36_37_45_98,Late1:OPN,Late1:CLS,Alternative Succession,1.0,1,Yes,20
13710_32_36_37_45_98,Late1:OPN,Late1:OPN,Mixed Fire,0.02,50,No,0
13710_32_36_37_45_98,Late1:OPN,Late1:OPN,Surface Fire,0.2,5,No,0
13710_32_36_37_45_98,Late1:OPN,Mid1:OPN,Insects or Disease,0.005,200,Yes,0
13710_32_36_37_45_98,Mid1:CLS,Early1:ALL,Replacement Fire,0.01,100,Yes,0
13710_32_36_37_45_98,Mid1:CLS,Mid1:CLS,Surface Fire,0.2,5,No,0
13710_32_36_37_45_98,Mid1:CLS,Mid1:OPN,Insects or Disease,0.02,50,Yes,0
