bps_model_id,state_class_source,state_class_to,transition_type_id,probability,return_interval(years),age_reset,tst_min
10080_1_2_3_7,Early1:ALL,Early1:ALL,Mixed Fire,0.08,13,No,0
10080_1_2_3_7,Early1:ALL,Early1:ALL,Replacement Fire,0.005,200,Yes,0
10080_1_2_3_7,Early1:ALL,Early1:ALL,Surface Fire,0.02,50,No,0
10080_1_2_3_7,Early1:ALL,Mid1:CLS,Alternative Succession,1.0,1,Yes,28
10080_1_2_3_7,Mid1:CLS,Early1:ALL,Replacement Fire,0.0033,303,Yes,0
10080_1_2_3_7,Mid1:CLS,Mid1:OPN,Insects or Disease,0.01,100,Yes,0
10080_1_2_3_7,Mid1:CLS,Mid1:OPN,Mixed Fire,0.05,20,Yes,0
10080_1_2_3_7,Mid1:CLS,Mid1:OPN,Surface Fire,0.05,20,Yes,0
10080_1_2_3_7,Mid1:OPN,Early1:ALL,Replacement Fire,0.0033,303,Yes,0
10080_1_2_3_7,Mid1:OPN,Mid1:CLS,Alternative Succession,1.0,1,Yes,29
10080_1_2_3_7,Mid1:OPN,Mid1:OPN,Mixed Fire,0.02,50,No,0
10080_1_2_3_7,Mid1:OPN,Mid1:OPN,Surface Fire,0.08,13,No,0
10090_19,Early1:ALL,Early1:ALL,Mixed Fire,0.0025,400,No,0
10090_19,Early1:ALL,Early1:ALL,Replacement Fire,0.012,83,Yes,0
10090_19,Late1:CLS,Early1:ALL,Replacement Fire,0.012,83,Yes,0
10090_19,Late1:CLS,Mid1:OPN,Mixed Fire,0.0025,400,Yes,0
10090_19,Mid1:OPN,Early1:ALL,Replacement Fire,0.012,83,Yes,0
10090_19,Mid1:OPN,Late1:CLS,Alternative Succession,1.0,1,Yes,150
10090_19,Mid1:OPN,Mid1:OPN,Mixed Fire,0.0025,400,No,0
10110_15,Early1:ALL,Early1:ALL,Native Grazing,0.2,5,No,0
10110_15,Early1:ALL,Early1:ALL,Replacement Fire,0.005,200,Yes,0
10110_15,Late1:CLS,Early1:ALL,Mixed Fire,0.001,"1,000",Yes,0
10110_15,Late1:CLS,Early1:ALL,Replacement Fire,0.007,143,Yes,0
10110_15,Late1:CLS,Late1:CLS,Insects or Disease,0.002,500,No,0
10110_15,Late1:CLS,Late1:CLS,Surface Fire,0.002,500,No,0
10110_15,Late1:CLS,Late1:CLS,Wind or Weather or Stress,0.005,200,No,0
10110_15,Mid1:CLS,Early1:ALL,Replacement Fire,0.007,143,Yes,0
10110_15,Mid1:CLS,Mid1:CLS,Insects or Disease,0.002,500,No,0
10110_16_23_24,Early1:ALL,Early1:ALL,Mixed Fire,0.02,50,No,0
10110_16_23_24,Early1:ALL,Early1:ALL,Replacement Fire,0.017,59,Yes,0
10110_16_23_24,Late1:ALL,Early1:ALL,Replacement Fire,0.017,59,Yes,0
10110_16_23_24,Late1:ALL,Late1:ALL,Mixed Fire,0.02,50,No,0
10110_16_23_24,Late1:CLS,Early1:ALL,Replacement Fire,0.017,59,Yes,0
10110_16_23_24,Late1:CLS,Late1:ALL,Insects or Disease,0.003,333,Yes,0
10110_16_23_24,Late1:CLS,Late1:ALL,Mixed Fire,0.02,50,Yes,0
10110_16_23_24,Mid1:CLS,Early1:ALL,Replacement Fire,0.017,59,Yes,0
10110_16_23_24,Mid1:CLS,Mid1:CLS,Mixed Fire,0.02,50,No,0
10110_16_23_24,Mid1:CLS,Mid2:CLS,Alternative Succession,0.006,167,Yes,0
10110_16_23_24,Mid2:CLS,Early1:ALL,Replacement Fire,0.017,59,Yes,0
10110_16_23_24,Mid2:CLS,Mid1:CLS,Insects or Disease,0.005,200,Yes,0
10110_16_23_24,Mid2:CLS,Mid2:CLS,Mixed Fire,0.02,50,No,0
10110_20_29,Early1:ALL,Early1:ALL,Native Grazing,0.04,25,Yes,0
10110_20_29,Late1:CLS,Early1:ALL,Replacement Fire,0.01,100,Yes,0
10110_20_29,Late1:CLS,Late1:CLS,Mixed Fire,0.0067,149,No,0
10110_20_29,Late1:CLS,Late1:OPN,Insects or Disease,0.005,200,Yes,0
10110_20_29,Late1:CLS,Late1:OPN,Native Grazing,0.01,100,Yes,0
10110_20_29,Late1:CLS,Late2:CLS,Alternative Succession,1.0,1,Yes,200
10110_20_29,Late1:OPN,Early1:ALL,Replacement Fire,0.01,100,Yes,0
10110_20_29,Late1:OPN,Late1:OPN,Insects or Disease,0.005,200,No,0
10110_20_29,Late1:OPN,Late1:OPN,Native Grazing,0.01,100,No,0
10110_20_29,Late2:CLS,Early1:ALL,Replacement Fire,0.01,100,Yes,0
10110_20_29,Mid1:ALL,Early1:ALL,Replacement Fire,0.01,100,Yes,0
10110_21,Early1:ALL,Early1:ALL,Native Grazing,0.01,100,Yes,0
10110_21,Late1:CLS,Early1:ALL,Replacement Fire,0.01,100,Yes,0
10110_21,Late1:CLS,Late2:OPN,Insects or Disease,0.005,200,Yes,0
10110_21,Late1:CLS,Late2:OPN,Native Grazing,0.01,100,Yes,0
10110_21,Late1:CLS,Late3:CLS,Alternative Succession,1.0,1,Yes,200
10110_21,Late2:OPN,Early1:ALL,Replacement Fire,0.01,100,Yes,0
10110_21,Late2:OPN,Late2:OPN,Insects or Disease,0.005,200,No,0
10110_21,Late2:OPN,Late2:OPN,Native Grazing,0.01,100,No,0
10110_21,Late3:CLS,Early1:ALL,Replacement Fire,0.01,100,Yes,0
10110_21,Mid1:ALL,Early1:ALL,Replacement Fire,0.01,100,Yes,0
10110_22,Early1:ALL,Early1:ALL,Native Grazing,0.002,500,Yes,0
10110_22,Early1:ALL,Early1:ALL,Replacement Fire,0.005,200,Yes,0
10110_22,Late1:CLS,Early1:ALL,Insects or Disease,0.0035,286,Yes,0
10110_22,Late1:CLS,Early1:ALL,Replacement Fire,0.007,143,Yes,0
10110_22,Mid1:CLS,Early1:ALL,Replacement Fire,0.005,200,Yes,0
10110_27,Early1:ALL,Early1:ALL,Native Grazing,0.2,5,No,0
10110_27,Early1:ALL,Early1:ALL,Replacement Fire,0.005,200,Yes,0
10110_27,Late1:ALL,Early1:ALL,Mixed Fire,0.001,"1,000",Yes,0
10110_27,Late1:ALL,Early1:ALL,Replacement Fire,0.007,143,Yes,0
10110_27,Late1:ALL,Late1:ALL,Insects or Disease,0.002,500,No,0
10110_27,Late1:ALL,Late1:ALL,Surface Fire,0.002,500,No,0
10110_27,Late1:ALL,Late1:ALL,Wind or Weather or Stress,0.005,200,No,0
10110_27,Mid1:CLS,Early1:ALL,Replacement Fire,0.007,143,Yes,0
10110_27,Mid1:CLS,Mid1:CLS,Insects or Disease,0.002,500,No,0
10110_28,Early1:ALL,Early1:ALL,Native Grazing,0.2,5,No,0
10110_28,Early1:ALL,Early1:ALL,Replacement Fire,0.005,200,Yes,0
10110_28,Late1:CLS,Early1:ALL,Mixed Fire,0.001,"1,000",Yes,0
10110_28,Late1:CLS,Early1:ALL,Replacement Fire,0.007,143,Yes,0
10110_28,Late1:CLS,Late1:CLS,Insects or Disease,0.002,500,No,0
10110_28,Late1:CLS,Late1:CLS,Surface Fire,0.002,500,No,0
10110_28,Late1:CLS,Late1:CLS,Wind or Weather or Stress,0.005,200,No,0
10110_28,Mid1:CLS,Early1:ALL,Replacement Fire,0.007,143,Yes,0
10110_28,Mid1:CLS,Mid1:CLS,Insects or Disease,0.002,500,No,0
10110_6_10_12_17_18_19,Late1:CLS,Early1:CLS,Insects or Disease,0.001,"1,000",Yes,0
10110_6_10_12_17_18_19,Late1:CLS,Early1:CLS,Replacement Fire,0.017,59,Yes,0
10110_6_10_12_17_18_19,Late1:CLS,Late1:CLS,Mixed Fire,0.02,50,No,0
10110_6_10_12_17_18_19,Late1:CLS,Late1:OPN,Alternative Succession,1.0,1,Yes,100
10110_6_10_12_17_18_19,Late1:CLS,Mid1:CLS,Insects or Disease,0.004,250,Yes,0
10110_6_10_12_17_18_19,Late1:OPN,Early1:CLS,Replacement Fire,0.017,59,Yes,0
10110_6_10_12_17_18_19,Late1:OPN,Late1:CLS,Insects or Disease,0.003,333,Yes,0
10110_6_10_12_17_18_19,Late1:OPN,Late1:CLS,Mixed Fire,0.05,20,Yes,0
10110_6_10_12_17_18_19,Mid1:CLS,Early1:CLS,Replacement Fire,0.017,59,Yes,0
10110_6_10_12_17_18_19,Mid1:CLS,Mid1:CLS,Mixed Fire,0.02,50,No,0
10110_7,Early1:ALL,Early1:ALL,Mixed Fire,0.01,100,No,0
10110_7,Early1:ALL,Early1:ALL,Replacement Fire,0.008,125,Yes,0
10110_7,Late1:ALL,Early1:ALL,Replacement Fire,0.008,125,Yes,0
10110_7,Late1:ALL,Late1:ALL,Mixed Fire,0.01,100,No,0
10110_7,Late1:CLS,Early1:ALL,Replacement Fire,0.008,125,Yes,0
10110_7,Late1:CLS,Late1:ALL,Insects or Disease,0.003,333,Yes,0
10110_7,Late1:CLS,Late1:ALL,Mixed Fire,0.01,100,Yes,0
10110_7,Mid1:CLS,Early1:ALL,Replacement Fire,0.008,125,Yes,0
10110_7,Mid1:CLS,Mid1:CLS,Mixed Fire,0.01,100,No,0
10110_7,Mid1:CLS,Mid2:CLS,Alternative Succession,0.0125,80,Yes,0
10110_7,Mid2:CLS,Early1:ALL,Replacement Fire,0.008,125,Yes,0
10110_7,Mid2:CLS,Mid1:CLS,Insects or Disease,0.005,200,Yes,0
10110_7,Mid2:CLS,Mid2:CLS,Mixed Fire,0.01,100,No,0
10110_9,Early1:ALL,Early1:ALL,Mixed Fire,0.02,50,No,0
10110_9,Early1:ALL,Early1:ALL,Replacement Fire,0.017,59,Yes,0
10110_9,Late1:ALL,Early1:ALL,Replacement Fire,0.017,59,Yes,0
10110_9,Late1:ALL,Late1:ALL,Mixed Fire,0.02,50,No,0
10110_9,Late1:CLS,Early1:ALL,Replacement Fire,0.017,59,Yes,0
10110_9,Late1:CLS,Late1:ALL,Insects or Disease,0.003,333,Yes,0
10110_9,Late1:CLS,Late1:ALL,Mixed Fire,0.02,50,Yes,0
10110_9,Mid1:CLS,Early1:ALL,Replacement Fire,0.017,59,Yes,0
10110_9,Mid1:CLS,Mid1:CLS,Mixed Fire,0.02,50,No,0
10110_9,Mid1:CLS,Mid2:CLS,Alternative Succession,0.0125,80,Yes,0
10110_9,Mid2:CLS,Early1:ALL,Replacement Fire,0.017,59,Yes,0
10110_9,Mid2:CLS,Mid1:CLS,Insects or Disease,0.005,200,Yes,0
10110_9,Mid2:CLS,Mid2:CLS,Mixed Fire,0.02,50,No,0
10120_16_27,Early1:ALL,Early1:ALL,Wind or Weather or Stress,0.0025,400,Yes,0
10120_16_27,Late1:CLS,Early1:ALL,Replacement Fire,0.008,125,Yes,0
10120_16_27,Late1:CLS,Early1:ALL,Wind or Weather or Stress,0.0025,400,Yes,0
10120_16_27,Late1:CLS,Late1:CLS,Mixed Fire,0.0133,75,No,0
10120_16_27,Mid1:CLS,Early1:ALL,Replacement Fire,0.008,125,Yes,0
10120_16_27,Mid1:CLS,Early1:ALL,Wind or Weather or Stress,0.0025,400,Yes,0
10120_16_27,Mid1:CLS,Mid1:CLS,Mixed Fire,0.0133,75,No,0
10120_17_18_21,Late1:CLS,Early1:ALL,Replacement Fire,0.008,125,Yes,0
10120_17_18_21,Late1:CLS,Early1:ALL,Wind or Weather or Stress,0.0025,400,Yes,0
10120_17_18_21,Late1:CLS,Late1:CLS,Mixed Fire,0.0133,75,No,0
10120_17_18_21,Mid1:CLS,Early1:ALL,Replacement Fire,0.008,125,Yes,0
10120_17_18_21,Mid1:CLS,Early1:ALL,Wind or Weather or Stress,0.0025,400,Yes,0
10120_17_18_21,Mid1:CLS,Mid1:CLS,Mixed Fire,0.0133,75,No,0
10130_31_38_39_40,Early1:ALL,Early1:ALL,Replacement Fire,0.01,100,Yes,0
10130_31_38_39_40,Late1:ALL,Early1:ALL,Wind or Weather or Stress,0.01,100,Yes,0
10130_31_38_39_40,Late1:ALL,Late1:ALL,Surface Fire,0.05,20,No,0
10130_31_38_39_40,Late1:ALL,Late1:CLS,Alternative Succession,0.1,10,Yes,0
10130_31_38_39_40,Late1:ALL,Late1:OPN,Mixed Fire,0.03,33,Yes,0
10130_31_38_39_40,Late1:ALL,Late1:OPN,Optional 1,0.01,100,Yes,0
10130_31_38_39_40,Late1:CLS,Early1:ALL,Replacement Fire,0.005,200,Yes,0
10130_31_38_39_40,Late1:CLS,Early1:ALL,Wind or Weather or Stress,0.005,200,Yes,0
10130_31_38_39_40,Late1:CLS,Late1:ALL,Mixed Fire,0.035,29,Yes,0
10130_31_38_39_40,Late1:CLS,Late1:OPN,Surface Fire,0.035,29,Yes,0
10130_31_38_39_40,Late1:OPN,Early1:ALL,Wind or Weather or Stress,0.01,100,Yes,0
10130_31_38_39_40,Late1:OPN,Late1:ALL,Mixed Fire,0.02,50,Yes,0
10130_31_38_39_40,Late1:OPN,Late1:CLS,Alternative Succession,0.02,50,Yes,0
10130_31_38_39_40,Late1:OPN,Late1:OPN,Native Grazing,0.01,100,No,0
10130_31_38_39_40,Late1:OPN,Late1:OPN,Surface Fire,0.04,25,No,0
10140_4_5,Early1:ALL,Early1:ALL,Replacement Fire,0.003,333,Yes,0
10140_4_5,Early1:ALL,Early1:ALL,Surface Fire,0.1,10,No,0
10140_4_5,Late1:CLS,Early1:ALL,Replacement Fire,0.003,333,Yes,0
10140_4_5,Late1:CLS,Late1:CLS,Insects or Disease,0.0025,400,No,0
10140_4_5,Late1:CLS,Late1:CLS,Surface Fire,0.1,10,No,0
10140_4_5,Late1:CLS,Mid1:CLS,Insects or Disease,0.0025,400,Yes,0
10140_4_5,Late1:CLS,Mid1:CLS,Mixed Fire,0.035,29,Yes,0
10140_4_5,Mid1:CLS,Early1:ALL,Replacement Fire,0.003,333,Yes,0
10140_4_5,Mid1:CLS,Mid1:CLS,Insects or Disease,0.005,200,No,0
10140_4_5,Mid1:CLS,Mid1:CLS,Mixed Fire,0.028,36,No,0
10140_4_5,Mid1:CLS,Mid1:CLS,Surface Fire,0.1,10,No,0
10150_2_3_4,Early1:ALL,Early1:ALL,Replacement Fire,0.05,20,Yes,0
10150_2_3_4,Late1:CLS,Early1:ALL,Replacement Fire,0.0014,714,Yes,0
10150_2_3_4,Late1:CLS,Late1:CLS,Surface Fire,0.03,33,No,0
10150_2_3_4,Mid1:CLS,Early1:ALL,Replacement Fire,0.01,100,Yes,0
10150_2_3_4,Mid1:CLS,Mid1:CLS,Surface Fire,0.05,20,No,0
10160_13_14,Early1:OPN,Early1:OPN,Replacement Fire,0.003,333,Yes,0
10160_13_14,Late1:OPN,Early1:OPN,Replacement Fire,0.001,"1,000",Yes,0
10160_13_14,Late1:OPN,Late1:OPN,Mixed Fire,0.002,500,No,0
10160_13_14,Late1:OPN,Late1:OPN,Surface Fire,0.002,500,No,0
10160_13_14,Late1:OPN,Mid1:OPN,Insects or Disease,0.002,500,Yes,0
10160_13_14,Late1:OPN,Mid2:OPN,Insects or Disease,0.002,500,Yes,0
10160_13_14,Mid1:OPN,Early1:OPN,Replacement Fire,0.005,200,Yes,0
10160_13_14,Mid1:OPN,Mid1:OPN,Mixed Fire,0.005,200,No,0
10160_13_14,Mid2:OPN,Early1:OPN,Replacement Fire,0.004,250,Yes,0
10160_13_14,Mid2:OPN,Mid1:OPN,Insects or Disease,0.001,"1,000",Yes,0
10160_13_14,Mid2:OPN,Mid2:OPN,Mixed Fire,0.005,200,No,0
10160_15_28,Early1:ALL,Early1:ALL,Replacement Fire,0.005,200,Yes,0
10160_15_28,Early1:ALL,Early1:ALL,Surface Fire,0.005,200,No,0
10160_15_28,Early1:ALL,Mid1:CLS,Alternative Succession,0.01,100,Yes,0
10160_15_28,Late1:CLS,Early1:ALL,Replacement Fire,0.002,500,Yes,0
10160_15_28,Late1:CLS,Late1:OPN,Insects or Disease,0.01,100,Yes,0
10160_15_28,Late1:CLS,Late1:OPN,Mixed Fire,0.007,143,Yes,0
10160_15_28,Late1:OPN,Early1:ALL,Replacement Fire,0.002,500,Yes,0
10160_15_28,Late1:OPN,Late1:CLS,Alternative Succession,0.005,200,Yes,0
10160_15_28,Late1:OPN,Late1:OPN,Competition or Maintenance,0.01,100,No,0
10160_15_28,Late1:OPN,Late1:OPN,Insects or Disease,0.007,143,No,0
10160_15_28,Late1:OPN,Late1:OPN,Mixed Fire,0.005,200,No,0
10160_15_28,Mid1:CLS,Early1:ALL,Replacement Fire,0.0023,435,Yes,0
10160_15_28,Mid1:CLS,Mid1:OPN,Insects or Disease,0.01,100,Yes,0
10160_15_28,Mid1:CLS,Mid1:OPN,Mixed Fire,0.007,143,Yes,0
10160_15_28,Mid1:CLS,Mid1:OPN,Wind or Weather or Stress,0.007,143,Yes,0
10160_15_28,Mid1:OPN,Early1:ALL,Replacement Fire,0.002,500,Yes,0
10160_15_28,Mid1:OPN,Mid1:CLS,Alternative Succession,0.02,50,Yes,0
10160_15_28,Mid1:OPN,Mid1:OPN,Insects or Disease,0.001,"1,000",No,0
10160_15_28,Mid1:OPN,Mid1:OPN,Mixed Fire,0.005,200,No,0
10160_16_23_24_25,Early1:ALL,Early1:ALL,Replacement Fire,0.005,200,Yes,0
10160_16_23_24_25,Early1:ALL,Early1:ALL,Surface Fire,0.005,200,No,0
10160_16_23_24_25,Early1:ALL,Mid1:CLS,Alternative Succession,0.01,100,Yes,0
10160_16_23_24_25,Late1:CLS,Early1:ALL,Replacement Fire,0.002,500,Yes,0
10160_16_23_24_25,Late1:CLS,Late1:OPN,Insects or Disease,0.01,100,Yes,0
10160_16_23_24_25,Late1:CLS,Late1:OPN,Mixed Fire,0.007,143,Yes,0
10160_16_23_24_25,Late1:CLS,Late1:OPN,Wind or Weather or Stress,0.007,143,Yes,0
10160_16_23_24_25,Late1:OPN,Early1:ALL,Replacement Fire,0.002,500,Yes,0
10160_16_23_24_25,Late1:OPN,Late1:CLS,Alternative Succession,0.005,200,Yes,0
10160_16_23_24_25,Late1:OPN,Late1:OPN,Competition or Maintenance,0.01,100,No,0
10160_16_23_24_25,Late1:OPN,Late1:OPN,Insects or Disease,0.001,"1,000",No,0
10160_16_23_24_25,Late1:OPN,Late1:OPN,Mixed Fire,0.005,200,No,0
10160_16_23_24_25,Mid1:CLS,Early1:ALL,Replacement Fire,0.0023,435,Yes,0
10160_16_23_24_25,Mid1:CLS,Mid1:OPN,Insects or Disease,0.01,100,Yes,0
10160_16_23_24_25,Mid1:CLS,Mid1:OPN,Mixed Fire,0.007,143,Yes,0
10160_16_23_24_25,Mid1:CLS,Mid1:OPN,Wind or Weather or Stress,0.007,143,Yes,0
10160_16_23_24_25,Mid1:OPN,Early1:ALL,Replacement Fire,0.002,500,Yes,0
10160_16_23_24_25,Mid1:OPN,Mid1:CLS,Alternative Succession,0.02,50,Yes,0
10160_16_23_24_25,Mid1:OPN,Mid1:OPN,Insects or Disease,0.001,"1,000",No,0
10160_16_23_24_25,Mid1:OPN,Mid1:OPN,Mixed Fire,0.005,200,No,0
10160_17,Early1:ALL,Early1:ALL,Replacement Fire,0.005,200,Yes,0
10160_17,Early1:ALL,Early1:ALL,Surface Fire,0.005,200,No,0
10160_17,Early1:ALL,Mid1:CLS,Alternative Succession,0.01,100,Yes,0
10160_17,Late1:CLS,Early1:ALL,Replacement Fire,0.002,500,Yes,0
10160_17,Late1:CLS,Late1:OPN,Insects or Disease,0.01,100,Yes,0
10160_17,Late1:CLS,Late1:OPN,Mixed Fire,0.007,143,Yes,0
10160_17,Late1:CLS,Late1:OPN,Wind or Weather or Stress,0.007,143,Yes,0
10160_17,Late1:OPN,Early1:ALL,Replacement Fire,0.002,500,Yes,0
10160_17,Late1:OPN,Late1:CLS,Alternative Succession,0.005,200,Yes,0
10160_17,Late1:OPN,Late1:OPN,Competition or Maintenance,0.01,100,No,0
10160_17,Late1:OPN,Late1:OPN,Insects or Disease,0.001,"1,000",No,0
10160_17,Late1:OPN,Late1:OPN,Mixed Fire,0.005,200,No,0
10160_17,Mid1:CLS,Early1:ALL,Replacement Fire,0.0023,435,Yes,0
10160_17,Mid1:CLS,Mid1:OPN,Insects or Disease,0.01,100,Yes,0
10160_17,Mid1:CLS,Mid1:OPN,Mixed Fire,0.007,143,Yes,0
10160_17,Mid1:CLS,Mid1:OPN,Wind or Weather or Stress,0.007,143,Yes,0
10160_17,Mid1:OPN,Early1:ALL,Replacement Fire,0.002,500,Yes,0
10160_17,Mid1:OPN,Mid1:CLS,Alternative Succession,0.02,50,Yes,0
10160_17,Mid1:OPN,Mid1:OPN,Insects or Disease,0.001,"1,000",No,0
10160_17,Mid1:OPN,Mid1:OPN,Mixed Fire,0.005,200,No,0
10160_22,Early1:OPN,Early1:OPN,Replacement Fire,0.005,200,Yes,0
10160_22,Early1:OPN,Early1:OPN,Surface Fire,0.005,200,No,0
10160_22,Late1:OPN,Early1:OPN,Replacement Fire,0.002,500,Yes,0
10160_22,Late1:OPN,Late1:OPN,Competition or Maintenance,0.01,100,No,0
10160_22,Late1:OPN,Late1:OPN,Insects or Disease,0.001,"1,000",No,0
10160_22,Late1:OPN,Late1:OPN,Mixed Fire,0.005,200,No,0
10160_22,Mid1:OPN,Early1:OPN,Replacement Fire,0.002,500,Yes,0
10160_22,Mid1:OPN,Mid1:OPN,Insects or Disease,0.001,"1,000",No,0
10160_22,Mid1:OPN,Mid1:OPN,Mixed Fire,0.005,200,No,0
10170_6_7_8_9_12_18,Early1:OPN,Early1:OPN,Replacement Fire,0.005,200,Yes,0
10170_6_7_8_9_12_18,Late1:CLS,Early1:OPN,Replacement Fire,0.002,500,Yes,0
10170_6_7_8_9_12_18,Late1:CLS,Late1:OPN,Mixed Fire,0.002,500,Yes,0
10170_6_7_8_9_12_18,Late1:OPN,Early1:OPN,Replacement Fire,0.002,500,Yes,0
10170_6_7_8_9_12_18,Late1:OPN,Late2:OPN,Mixed Fire,0.0025,400,Yes,0
10170_6_7_8_9_12_18,Late1:OPN,Mid1:OPN,Mixed Fire,0.0025,400,Yes,0
10170_6_7_8_9_12_18,Late2:OPN,Early1:OPN,Replacement Fire,0.002,500,Yes,0
10170_6_7_8_9_12_18,Late2:OPN,Late2:OPN,Mixed Fire,0.006,167,No,0
10170_6_7_8_9_12_18,Mid1:OPN,Early1:OPN,Replacement Fire,0.005,200,Yes,0
10170_6_7_8_9_12_18,Mid1:OPN,Late2:OPN,Alternative Succession,0.002,500,Yes,0
10170_6_7_8_9_12_18,Mid1:OPN,Mid1:OPN,Mixed Fire,0.002,500,No,0
10180_1_7,Early1:ALL,Early1:ALL,Mixed Fire,0.01,100,No,0
10180_1_7,Early1:ALL,Early1:ALL,Replacement Fire,0.005,200,Yes,0
10180_1_7,Early1:ALL,Mid1:OPN,Alternative Succession,0.1,10,Yes,0
10180_1_7,Late1:CLS,Early1:ALL,Replacement Fire,0.004,250,Yes,0
10180_1_7,Late1:CLS,Early1:ALL,Wind or Weather or Stress,0.002,500,Yes,0
10180_1_7,Late1:CLS,Late1:CLS,Surface Fire,0.003,333,No,0
10180_1_7,Late1:CLS,Late1:OPN,Insects or Disease,0.0025,400,Yes,0
10180_1_7,Late1:CLS,Late1:OPN,Mixed Fire,0.0077,130,Yes,0
10180_1_7,Late1:OPN,Early1:ALL,Replacement Fire,0.002,500,Yes,0
10180_1_7,Late1:OPN,Late1:CLS,Alternative Succession,1.0,1,Yes,30
10180_1_7,Late1:OPN,Late1:OPN,Mixed Fire,0.0077,130,Yes,0
10180_1_7,Late1:OPN,Late1:OPN,Surface Fire,0.0067,149,No,0
10180_1_7,Mid1:CLS,Early1:ALL,Insects or Disease,0.001,"1,000",Yes,0
10180_1_7,Mid1:CLS,Early1:ALL,Replacement Fire,0.004,250,Yes,0
10180_1_7,Mid1:CLS,Mid1:CLS,Surface Fire,0.003,333,No,0
10180_1_7,Mid1:CLS,Mid1:OPN,Insects or Disease,0.001,"1,000",Yes,0
10180_1_7,Mid1:CLS,Mid1:OPN,Mixed Fire,0.0077,130,Yes,0
10180_1_7,Mid1:OPN,Early1:ALL,Insects or Disease,0.0003,"3,333",Yes,0
10180_1_7,Mid1:OPN,Early1:ALL,Replacement Fire,0.005,200,Yes,0
10180_1_7,Mid1:OPN,Mid1:CLS,Alternative Succession,1.0,1,Yes,20
10180_1_7,Mid1:OPN,Mid1:OPN,Insects or Disease,0.0027,370,No,0
10180_1_7,Mid1:OPN,Mid1:OPN,Mixed Fire,0.0077,130,No,0
10180_1_7,Mid1:OPN,Mid1:OPN,Surface Fire,0.0067,149,No,0
10190_13_14,Early1:OPN,Early1:OPN,Replacement Fire,0.003,333,Yes,0
10190_13_14,Late1:OPN,Early1:OPN,Replacement Fire,0.001,"1,000",Yes,0
10190_13_14,Late1:OPN,Late1:OPN,Mixed Fire,0.002,500,No,0
10190_13_14,Late1:OPN,Late1:OPN,Surface Fire,0.002,500,No,0
10190_13_14,Late1:OPN,Mid1:OPN,Insects or Disease,0.002,500,Yes,0
10190_13_14,Late1:OPN,Mid2:OPN,Insects or Disease,0.002,500,Yes,0
10190_13_14,Mid1:OPN,Early1:OPN,Replacement Fire,0.005,200,Yes,0
10190_13_14,Mid1:OPN,Mid1:OPN,Mixed Fire,0.005,200,No,0
10190_13_14,Mid2:OPN,Early1:OPN,Replacement Fire,0.004,250,Yes,0
10190_13_14,Mid2:OPN,Mid1:OPN,Insects or Disease,0.001,"1,000",Yes,0
10190_13_14,Mid2:OPN,Mid2:OPN,Mixed Fire,0.005,200,No,0
10190_15,Early1:OPN,Early1:OPN,Replacement Fire,0.003,333,Yes,0
10190_15,Late1:OPN,Early1:OPN,Replacement Fire,0.001,"1,000",Yes,0
10190_15,Late1:OPN,Late1:OPN,Mixed Fire,0.002,500,No,0
10190_15,Late1:OPN,Late1:OPN,Surface Fire,0.002,500,No,0
10190_15,Late1:OPN,Mid1:OPN,Insects or Disease,0.002,500,Yes,0
10190_15,Late1:OPN,Mid2:OPN,Insects or Disease,0.002,500,Yes,0
10190_15,Mid1:OPN,Early1:OPN,Replacement Fire,0.005,200,Yes,0
10190_15,Mid1:OPN,Mid1:OPN,Mixed Fire,0.005,200,No,0
10190_15,Mid2:OPN,Early1:OPN,Replacement Fire,0.004,250,Yes,0
10190_15,Mid2:OPN,Mid1:OPN,Insects or Disease,0.001,"1,000",Yes,0
10190_15,Mid2:OPN,Mid2:OPN,Mixed Fire,0.005,200,No,0
10190_4,Early1:OPN,Early1:OPN,Replacement Fire,0.0022,455,Yes,0
10190_4,Late1:OPN,Early1:OPN,Replacement Fire,0.001,"1,000",Yes,0
10190_4,Late1:OPN,Late1:OPN,Mixed Fire,0.002,500,No,0
10190_4,Late1:OPN,Late1:OPN,Surface Fire,0.002,500,No,0
10190_4,Late1:OPN,Mid1:OPN,Insects or Disease,0.002,500,Yes,0
10190_4,Late1:OPN,Mid2:OPN,Insects or Disease,0.002,500,Yes,0
10190_4,Late2:OPN,Early1:OPN,Replacement Fire,0.001,"1,000",Yes,0
10190_4,Late2:OPN,Late1:OPN,Insects or Disease,0.001,"1,000",Yes,0
10190_4,Late2:OPN,Late2:OPN,Mixed Fire,0.002,500,No,0
10190_4,Late2:OPN,Late2:OPN,Surface Fire,0.002,500,No,0
10190_4,Late2:OPN,Mid2:OPN,Insects or Disease,0.001,"1,000",Yes,0
10190_4,Mid1:OPN,Early1:OPN,Replacement Fire,0.0025,400,Yes,0
10190_4,Mid1:OPN,Mid1:OPN,Mixed Fire,0.0025,400,No,0
10190_4,Mid2:OPN,Early1:OPN,Replacement Fire,0.0025,400,Yes,0
10190_4,Mid2:OPN,Mid1:OPN,Insects or Disease,0.002,500,Yes,0
10190_4,Mid2:OPN,Mid2:OPN,Mixed Fire,0.0025,400,No,0
10190_6_7_9_12_16_17_18_19,Early1:OPN,Early1:OPN,Replacement Fire,0.003,333,Yes,0
