bps_model_id,state_class_source,state_class_to,agemin,agemax
14730_45_46_47_98_99,Late1:OPN,Late1:OPN,80,999
14730_45_46_47_98_99,Mid1:CLS,Late1:CLS,20,79
14730_55_58_60,Early1:ALL,Mid1:CLS,0,19
14730_55_58_60,Late1:CLS,Late1:CLS,80,999
14730_55_58_60,Late1:OPN,Late1:OPN,81,999
14730_55_58_60,Mid1:CLS,Late1:CLS,20,79
14740_32_37_44_45_98,Early1:ALL,Mid1:CLS,0,15
14740_32_37_44_45_98,Late1:CLS,Late1:CLS,41,999
14740_32_37_44_45_98,Mid1:CLS,Late1:CLS,16,40
14740_36,Early1:ALL,Mid1:CLS,0,15
14740_36,Mid1:CLS,Mid1:CLS,16,999
14740_46_47_48_55_56_58_60_99,Early1:ALL,Mid1:CLS,0,19
14740_46_47_48_55_56_58_60_99,Late1:CLS,Late1:CLS,70,999
14740_46_47_48_55_56_58_60_99,Late1:OPN,Late1:OPN,70,999
14740_46_47_48_55_56_58_60_99,Mid1:CLS,Late1:CLS,20,69
14740_46_47_48_55_56_58_60_99,Mid1:OPN,Late1:OPN,20,69
14750_41_50_51_63_64_65_66,Early1:ALL,Mid1:OPN,0,9
14750_41_50_51_63_64_65_66,Late1:CLS,Late1:CLS,150,999
14750_41_50_51_63_64_65_66,Mid1:CLS,Late1:CLS,30,149
14750_41_50_51_63_64_65_66,Mid1:OPN,Mid1:CLS,10,29
14760_36,Early1:OPN,Mid1:OPN,0,12
14760_36,Late1:CLS,Late1:CLS,34,999
14760_36,Mid1:OPN,Late1:CLS,13,33
14770_40_41_50_51,Early1:ALL,Mid1:OPN,0,40
14770_40_41_50_51,Late1:CLS,Late2:ALL,81,250
14770_40_41_50_51,Late2:ALL,Late2:ALL,251,500
14770_40_41_50_51,Late3:OPN,Late3:OPN,251,999
14770_40_41_50_51,Mid1:OPN,Late1:CLS,41,80
14770_63_64_65_66,Early1:ALL,Mid1:OPN,0,40
14770_63_64_65_66,Late1:CLS,Late2:ALL,81,250
14770_63_64_65_66,Late2:ALL,Late2:ALL,251,500
14770_63_64_65_66,Late3:OPN,Late3:OPN,251,999
14770_63_64_65_66,Mid1:OPN,Late1:CLS,41,80
14780_56,Early1:ALL,Mid1:CLS,0,15
14780_56,Late1:CLS,Late1:CLS,1,999
14780_56,Mid1:CLS,Mid2:CLS,16,60
14780_56,Mid2:CLS,Mid2:CLS,61,999
14790_41_42_47_48_50_51_53,Early1:ALL,Mid1:CLS,0,29
14790_41_42_47_48_50_51_53,Late1:CLS,Late1:CLS,80,999
14790_41_42_47_48_50_51_53,Mid1:CLS,Late1:CLS,30,79
14790_52_62,Early1:ALL,Mid1:CLS,0,29
14790_52_62,Late1:CLS,Late1:CLS,80,999
14790_52_62,Mid1:CLS,Late1:CLS,30,79
14790_60_61_63_64_65_66,Early1:ALL,Mid1:CLS,0,29
14790_60_61_63_64_65_66,Late1:CLS,Late1:CLS,80,999
14790_60_61_63_64_65_66,Mid1:CLS,Late1:CLS,30,79
14800_36_37_44,Early1:ALL,Mid1:CLS,0,19
14800_36_37_44,Late1:CLS,Late1:CLS,100,999
14800_36_37_44,Late1:OPN,Late1:OPN,100,999
14800_36_37_44,Mid1:CLS,Late1:CLS,20,99
14800_45_98,Early1:ALL,Mid1:CLS,0,19
14800_45_98,Late1:CLS,Late1:CLS,100,999
14800_45_98,Late1:OPN,Late1:OPN,100,999
14800_45_98,Mid1:CLS,Late1:CLS,20,99
14800_46_56_58_60_64_65_66,Early1:ALL,Mid1:CLS,0,10
14800_46_56_58_60_64_65_66,Late1:CLS,Late1:CLS,31,999
14800_46_56_58_60_64_65_66,Mid1:CLS,Late1:CLS,11,30
14800_47,Early1:ALL,Mid1:CLS,0,10
14800_47,Late1:CLS,Late1:CLS,31,999
14800_47,Mid1:CLS,Late1:CLS,11,30
14800_55_99,Early1:ALL,Mid1:CLS,0,10
14800_55_99,Late1:CLS,Late1:CLS,31,999
14800_55_99,Mid1:CLS,Late1:CLS,11,30
14810_41_50_51_63,Early1:ALL,Early2:CLS,0,29
14810_41_50_51_63,Early2:CLS,Mid1:CLS,30,55
14810_41_50_51_63,Late1:CLS,Late1:CLS,116,999
14810_41_50_51_63,Mid1:CLS,Late1:CLS,56,115
14820_30,Early1:ALL,Mid1:CLS,0,20
14820_30,Mid1:CLS,Mid1:CLS,21,999
14820_39_40,Early1:ALL,Mid1:CLS,0,10
14820_39_40,Mid1:CLS,Mid1:CLS,11,999
14830_56,Early1:ALL,Mid1:CLS,0,9
14830_56,Late1:CLS,Late1:CLS,25,999
14830_56,Late1:OPN,Late1:OPN,1,998
14830_56,Mid1:CLS,Late1:CLS,10,24
14850_55_99,Early1:ALL,Mid1:OPN,0,14
14850_55_99,Late1:CLS,Late1:CLS,75,999
14850_55_99,Late1:OPN,Late1:OPN,75,999
14850_55_99,Mid1:CLS,Late1:CLS,15,74
14850_55_99,Mid1:OPN,Late1:OPN,15,74
14860_36,Early1:ALL,Mid1:CLS,0,2
14860_36,Early1:OPN,Mid1:CLS,1,2
14860_36,Mid1:CLS,Mid1:CLS,3,999
14880_38_42_43,Early1:CLS,Early1:CLS,0,999
14890_55_56_99,Early1:ALL,Mid1:CLS,0,1
14890_55_56_99,Late1:CLS,Late2:CLS,21,40
14890_55_56_99,Late2:CLS,Late2:CLS,41,419
14890_55_56_99,Mid1:CLS,Mid2:CLS,2,10
14890_55_56_99,Mid2:CLS,Late1:CLS,11,20
14900_36,Early1:ALL,Mid1:CLS,0,1
14900_36,Mid1:CLS,Mid1:CLS,2,999
14900_37_98,Early1:ALL,Mid1:OPN,0,10
14900_37_98,Mid1:OPN,Mid1:OPN,11,999
14900_55_56_58_99,Early1:OPN,Mid1:OPN,0,5
14900_55_56_58_99,Early2:OPN,Early2:OPN,1,150
14900_55_56_58_99,Mid1:OPN,Mid2:OPN,6,18
14900_55_56_58_99,Mid2:OPN,Mid2:OPN,19,50
14900_60,Early1:OPN,Mid1:OPN,0,5
14900_60,Early2:OPN,Early2:OPN,1,150
14900_60,Mid1:OPN,Mid2:OPN,6,18
14900_60,Mid2:OPN,Mid2:OPN,19,50
14900_65_66,Early1:ALL,Mid1:OPN,0,2
14900_65_66,Late1:OPN,Late1:OPN,6,999
14900_65_66,Mid1:OPN,Late1:OPN,3,5
14920_41_50_51_52_63,Early1:ALL,Early1:ALL,0,999
14920_41_50_51_52_63,Early2:ALL,Early2:ALL,1,999
14920_41_50_51_52_63,Mid1:CLS,Mid1:CLS,2,999
14930_41_42_44_50,Early1:OPN,Late1:OPN,0,50
14930_41_42_44_50,Late1:OPN,Late1:OPN,51,999
14930_41_42_44_50,Late2:CLS,Late3:CLS,51,131
14930_41_42_44_50,Late3:CLS,Late3:CLS,132,999
14930_52_62,Early1:OPN,Late1:OPN,0,50
14930_52_62,Late1:OPN,Late1:OPN,51,999
14930_52_62,Late2:CLS,Late3:CLS,51,151
14930_52_62,Late3:CLS,Late3:CLS,152,999
14940_41_50_51,Early1:OPN,Late1:OPN,0,50
14940_41_50_51,Late1:OPN,Late1:OPN,51,999
14940_41_50_51,Late2:CLS,Late3:CLS,51,151
14940_41_50_51,Late3:CLS,Late3:CLS,152,999
14940_63_65_66,Early1:OPN,Mid1:OPN,0,35
14940_63_65_66,Late1:OPN,Late2:CLS,71,120
14940_63_65_66,Late2:CLS,Late2:CLS,121,999
14940_63_65_66,Mid1:OPN,Late1:OPN,36,70
14940_64,Early1:OPN,Mid1:OPN,0,35
14940_64,Late1:OPN,Late2:CLS,71,120
14940_64,Late2:CLS,Late2:CLS,121,999
14940_64,Mid1:OPN,Late1:OPN,36,70
14950_20,Early1:ALL,Mid1:CLS,0,20
14950_20,Mid1:CLS,Mid1:CLS,21,999
14950_27_33,Early1:OPN,Mid1:CLS,0,10
14950_27_33,Mid1:CLS,Mid1:CLS,11,999
14950_30,Early1:ALL,Mid1:CLS,0,20
14950_30,Mid1:CLS,Mid1:CLS,21,999
14950_31_39_40,Early1:ALL,Mid1:CLS,0,5
14950_31_39_40,Mid1:CLS,Mid1:CLS,6,999
14950_35,Early1:OPN,Early1:OPN,0,999
14950_36,Early1:OPN,Early1:OPN,0,999
14950_38,Early1:ALL,Mid1:CLS,0,5
14950_38,Mid1:CLS,Mid1:CLS,6,999
14951_26_34,Early1:OPN,Early1:OPN,0,999
14952_34,Early1:OPN,Late1:OPN,0,45
14952_34,Late1:OPN,Late1:OPN,46,999
15010_58_60,Early1:ALL,Mid1:CLS,0,7
15010_58_60,Late1:CLS,Late1:CLS,71,500
15010_58_60,Late2:CLS,Late2:CLS,71,350
15010_58_60,Mid1:CLS,Late1:CLS,8,70
15010_58_60,Mid2:CLS,Late2:CLS,8,70
15030_25_27,Early1:ALL,Mid1:ALL,0,15
15030_25_27,Late1:ALL,Late1:ALL,51,999
15030_25_27,Mid1:ALL,Late1:ALL,16,50
15030_26,Early1:ALL,Mid1:ALL,0,15
15030_26,Late1:ALL,Late1:ALL,51,999
15030_26,Mid1:ALL,Late1:ALL,16,50
15040_25_27,Early1:OPN,Late1:OPN,0,30
15040_25_27,Late1:OPN,Late1:OPN,31,999
15040_32_35,Early1:ALL,Early1:ALL,0,30
15041_26_34,Early1:ALL,Early1:ALL,0,30
15042_26_34,Early1:OPN,Mid1:OPN,0,20
15042_26_34,Mid1:OPN,Mid1:OPN,21,999
15042_26_34,Mid2:OPN,Mid2:OPN,30,999
15060_37_44,Early1:ALL,Mid1:CLS,0,10
15060_37_44,Late1:CLS,Late1:CLS,66,999
15060_37_44,Late1:OPN,Late1:OPN,66,999
15060_37_44,Mid1:CLS,Late1:CLS,11,65
15070_44,Early1:ALL,Mid1:OPN,0,14
15070_44,Late1:CLS,Late1:CLS,60,999
15070_44,Late1:OPN,Late1:OPN,60,999
15070_44,Mid1:CLS,Late1:CLS,15,59
15070_44,Mid1:OPN,Late1:OPN,15,59
15090_45_47,Early1:ALL,Mid1:CLS,0,9
15090_45_47,Late1:CLS,Late1:CLS,60,999
15090_45_47,Late1:OPN,Late1:CLS,60,80
15090_45_47,Mid1:CLS,Late1:CLS,10,59
15100_45,Early1:ALL,Mid1:OPN,0,14
15100_45,Late1:CLS,Late1:CLS,60,999
15100_45,Late1:OPN,Late1:OPN,60,999
15100_45,Mid1:CLS,Late1:CLS,15,59
15100_45,Mid1:OPN,Late1:OPN,15,59
15130_45,Early1:ALL,Mid1:CLS,0,10
15130_45,Late1:CLS,Late1:CLS,66,999
15130_45,Late1:OPN,Late1:OPN,66,999
15130_45,Mid1:CLS,Late1:CLS,11,65
15170_42_49_50,Early1:ALL,Mid2:OPN,0,15
15170_42_49_50,Late1:CLS,Late1:CLS,15,999
15170_42_49_50,Mid1:OPN,Mid1:OPN,1,999
15170_42_49_50,Mid2:OPN,Mid2:OPN,16,999
15170_42_49_50,Mid3:CLS,Mid3:CLS,115,999
15180_43_47_49_52_62_63_64_65,Early1:ALL,Mid1:CLS,0,29
15180_43_47_49_52_62_63_64_65,Late1:CLS,Late1:CLS,80,999
15180_43_47_49_52_62_63_64_65,Mid1:CLS,Late1:CLS,30,79
15190_32_35_36_37,Early1:ALL,Mid1:OPN,0,20
15190_32_35_36_37,Late1:CLS,Late1:CLS,40,999
15190_32_35_36_37,Late1:OPN,Late1:OPN,40,999
15190_32_35_36_37,Mid1:CLS,Late1:CLS,21,39
15190_32_35_36_37,Mid1:OPN,Late1:OPN,21,39
15230_32_35,Early1:ALL,Early2:OPN,0,3
15230_32_35,Early2:OPN,Mid1:OPN,4,30
15230_32_35,Late1:CLS,Late1:CLS,71,999
15230_32_35,Mid1:OPN,Mid2:CLS,31,50
15230_32_35,Mid2:CLS,Late1:CLS,51,70
15240_35,Early1:OPN,Mid1:CLS,0,10
15240_35,Late1:CLS,Late1:CLS,36,999
15240_35,Mid1:CLS,Late1:CLS,11,35
15250_35,Early1:OPN,Late1:CLS,0,20
15250_35,Late1:CLS,Late1:CLS,21,999
15260_64_65_66,Early1:ALL,Early2:CLS,0,29
15260_64_65_66,Early2:CLS,Mid1:CLS,30,55
15260_64_65_66,Late1:CLS,Late1:CLS,116,999
15260_64_65_66,Mid1:CLS,Late1:CLS,56,115
18040_79,Early1:OPN,Late1:CLS,0,100
18040_79,Late1:CLS,Late1:CLS,101,999
18060_79,Late1:CLS,Late1:CLS,0,999
18080_79,Early1:ALL,Mid1:OPN,0,50
18080_79,Late1:CLS,Late1:CLS,181,999
18080_79,Late1:OPN,Late1:CLS,181,205
18080_79,Mid1:OPN,Mid2:CLS,51,90
18080_79,Mid2:CLS,Late1:CLS,91,180
18090_79,Early1:ALL,Mid1:OPN,0,50
18090_79,Late1:CLS,Late1:CLS,181,999
18090_79,Late1:OPN,Late1:CLS,181,205
18090_79,Mid1:CLS,Late1:CLS,91,180
18090_79,Mid1:OPN,Mid1:CLS,51,90
18100_79,Early1:ALL,Mid1:OPN,0,50
18100_79,Late1:CLS,Late1:CLS,181,999
18100_79,Late1:OPN,Late1:CLS,181,205
18100_79,Mid1:CLS,Late1:CLS,91,180
18100_79,Mid1:OPN,Mid1:CLS,51,90
18110_79,Early1:OPN,Mid1:CLS,0,10
18110_79,Late1:CLS,Late1:CLS,31,999
18110_79,Mid1:CLS,Late1:CLS,11,30
18130_79,Early1:OPN,Mid1:OPN,0,30
18130_79,Late1:CLS,Late1:CLS,51,999
18130_79,Late2:OPN,Mid1:OPN,1,30
18130_79,Late3:OPN,Late1:CLS,51,300
18130_79,Mid1:OPN,Late1:CLS,31,50
18140_79,Early1:ALL,Mid1:OPN,0,20
18140_79,Late1:CLS,Late1:CLS,201,999
18140_79,Late1:OPN,Late1:CLS,201,230
18140_79,Mid1:CLS,Late1:CLS,101,200
18140_79,Mid1:OPN,Mid1:CLS,21,100
18151_79,Early1:ALL,Mid1:CLS,0,100
18151_79,Late1:CLS,Late1:CLS,301,999
18151_79,Mid1:CLS,Mid1:OPN,101,150
18151_79,Mid1:OPN,Late1:CLS,151,300
18160_79,Early1:ALL,Mid1:OPN,0,20
18160_79,Late1:CLS,Late1:CLS,201,999
18160_79,Late1:OPN,Late1:CLS,201,230
18160_79,Mid1:CLS,Late1:CLS,101,200
18160_79,Mid1:OPN,Mid1:CLS,21,100
18170_79,Early1:OPN,Mid1:CLS,0,30
18170_79,Late1:CLS,Late1:CLS,41,999
18170_79,Mid1:CLS,Late1:CLS,31,40
18170_79,Mid2:CLS,Mid2:CLS,1,11
18180_79,Early1:OPN,Mid1:CLS,0,20
18180_79,Late1:CLS,Late1:CLS,31,999
18180_79,Mid1:CLS,Late1:CLS,21,30
18190_79,Early1:OPN,Late1:ALL,0,50
18190_79,Late1:ALL,Late1:ALL,51,999
18200_79,Early1:ALL,Mid1:OPN,0,50
18200_79,Mid1:OPN,Mid1:OPN,51,999
18210_79,Early1:OPN,Mid1:OPN,0,100
18210_79,Early2:OPN,Mid2:OPN,1,50
18210_79,Late1:OPN,Late1:OPN,176,999
18210_79,Mid1:OPN,Late1:OPN,101,175
18210_79,Mid2:OPN,Late1:OPN,51,175
18220_79,Early1:OPN,Late1:CLS,0,30
18220_79,Late1:CLS,Late1:CLS,31,999
18230_79,Early1:OPN,Late1:CLS,0,15
18230_79,Late1:CLS,Late1:CLS,16,999
18240_79,Early1:ALL,Late1:OPN,0,50
18240_79,Late1:OPN,Late1:OPN,51,999
18250_79,Early1:ALL,Late1:OPN,0,50
18250_79,Late1:OPN,Late1:OPN,51,999
18260_79,Early1:ALL,Mid1:OPN,0,20
18260_79,Late1:OPN,Late1:OPN,41,999
18260_79,Mid1:OPN,Late1:OPN,21,40
18270_79,Early1:ALL,Mid1:OPN,0,10
18270_79,Late1:OPN,Late1:OPN,21,999
18270_79,Mid1:OPN,Late1:OPN,11,20
18280_79,Early1:ALL,Mid1:OPN,0,10
18280_79,Late1:CLS,Late1:CLS,16,999
18280_79,Mid1:OPN,Late1:CLS,11,15
