bps_model_id,state_class_source,state_class_to,agemin,agemax
10080_1_2_3_7,Early1:ALL,Mid1:OPN,0,29
10080_1_2_3_7,Mid1:CLS,Mid1:CLS,30,999
10080_1_2_3_7,Mid1:OPN,Mid1:OPN,30,999
10090_19,Early1:ALL,Mid1:OPN,0,20
10090_19,Late1:CLS,Late1:CLS,120,999
10090_19,Mid1:OPN,Mid1:OPN,20,999
10110_15,Early1:ALL,Mid1:CLS,0,9
10110_15,Late1:CLS,Late1:CLS,70,999
10110_15,Mid1:CLS,Late1:CLS,10,69
10110_16_23_24,Early1:ALL,Mid1:CLS,0,39
10110_16_23_24,Late1:ALL,Late1:CLS,80,149
10110_16_23_24,Late1:CLS,Late1:CLS,150,999
10110_16_23_24,Mid1:CLS,Late1:ALL,40,79
10110_16_23_24,Mid2:CLS,Mid2:CLS,80,999
10110_20_29,Early1:ALL,Mid1:ALL,0,15
10110_20_29,Late1:CLS,Late1:CLS,40,999
10110_20_29,Late1:OPN,Late2:CLS,40,149
10110_20_29,Late2:CLS,Late2:CLS,150,999
10110_20_29,Mid1:ALL,Late1:CLS,16,39
10110_21,Early1:ALL,Mid1:ALL,0,9
10110_21,Late1:CLS,Late1:CLS,40,999
10110_21,Late2:OPN,Late3:CLS,40,149
10110_21,Late3:CLS,Late3:CLS,150,999
10110_21,Mid1:ALL,Late1:CLS,10,39
10110_22,Early1:ALL,Mid1:CLS,0,10
10110_22,Late1:CLS,Late1:CLS,61,999
10110_22,Mid1:CLS,Late1:CLS,11,60
10110_27,Early1:ALL,Mid1:CLS,0,9
10110_27,Late1:ALL,Late1:ALL,70,999
10110_27,Mid1:CLS,Late1:ALL,10,69
10110_28,Early1:ALL,Mid1:CLS,0,9
10110_28,Late1:CLS,Late1:CLS,70,999
10110_28,Mid1:CLS,Late1:CLS,10,69
10110_6_10_12_17_18_19,Early1:CLS,Mid1:CLS,0,9
10110_6_10_12_17_18_19,Late1:CLS,Late1:CLS,40,999
10110_6_10_12_17_18_19,Late1:OPN,Late1:OPN,100,999
10110_6_10_12_17_18_19,Mid1:CLS,Late1:CLS,10,39
10110_7,Early1:ALL,Mid1:CLS,0,39
10110_7,Late1:ALL,Late1:CLS,80,149
10110_7,Late1:CLS,Late1:CLS,150,999
10110_7,Mid1:CLS,Late1:ALL,40,79
10110_7,Mid2:CLS,Mid2:CLS,80,999
10110_9,Early1:ALL,Mid1:CLS,0,39
10110_9,Late1:ALL,Late1:CLS,80,149
10110_9,Late1:CLS,Late1:CLS,150,999
10110_9,Mid1:CLS,Late1:ALL,40,79
10110_9,Mid2:CLS,Mid2:CLS,80,999
10120_16_27,Early1:ALL,Mid1:CLS,0,8
10120_16_27,Late1:CLS,Late1:CLS,30,999
10120_16_27,Mid1:CLS,Late1:CLS,9,29
10120_17_18_21,Early1:ALL,Mid1:CLS,0,8
10120_17_18_21,Late1:CLS,Late1:CLS,30,999
10120_17_18_21,Mid1:CLS,Late1:CLS,9,29
10130_31_38_39_40,Early1:ALL,Late1:ALL,0,20
10130_31_38_39_40,Late1:ALL,Late1:ALL,21,999
10130_31_38_39_40,Late1:CLS,Late1:CLS,21,999
10130_31_38_39_40,Late1:OPN,Late1:OPN,21,999
10140_4_5,Early1:ALL,Mid1:CLS,0,24
10140_4_5,Late1:CLS,Late1:CLS,50,999
10140_4_5,Mid1:CLS,Late1:CLS,25,49
10150_2_3_4,Early1:ALL,Mid1:CLS,0,4
10150_2_3_4,Late1:CLS,Late1:CLS,50,999
10150_2_3_4,Mid1:CLS,Late1:CLS,5,49
10160_13_14,Early1:OPN,Mid1:OPN,0,9
10160_13_14,Late1:OPN,Late1:OPN,100,999
10160_13_14,Mid1:OPN,Mid2:OPN,10,29
10160_13_14,Mid2:OPN,Late1:OPN,30,99
10160_15_28,Early1:ALL,Mid1:OPN,0,59
10160_15_28,Late1:CLS,Late1:CLS,180,999
10160_15_28,Late1:OPN,Late1:OPN,160,999
10160_15_28,Mid1:CLS,Late1:CLS,60,179
10160_15_28,Mid1:OPN,Late1:OPN,60,159
10160_16_23_24_25,Early1:ALL,Mid1:OPN,0,59
10160_16_23_24_25,Late1:CLS,Late1:CLS,180,999
10160_16_23_24_25,Late1:OPN,Late1:OPN,160,999
10160_16_23_24_25,Mid1:CLS,Late1:CLS,60,179
10160_16_23_24_25,Mid1:OPN,Late1:OPN,60,159
10160_17,Early1:ALL,Mid1:OPN,0,59
10160_17,Late1:CLS,Late1:CLS,180,999
10160_17,Late1:OPN,Late1:OPN,160,999
10160_17,Mid1:CLS,Late1:CLS,60,179
10160_17,Mid1:OPN,Late1:OPN,60,159
10160_22,Early1:OPN,Mid1:OPN,0,30
10160_22,Late1:OPN,Late1:OPN,201,999
10160_22,Mid1:OPN,Late1:OPN,31,200
10170_6_7_8_9_12_18,Early1:OPN,Mid1:OPN,0,9
10170_6_7_8_9_12_18,Late1:CLS,Late1:CLS,120,999
10170_6_7_8_9_12_18,Late1:OPN,Late1:CLS,40,119
10170_6_7_8_9_12_18,Late2:OPN,Late2:OPN,30,999
10170_6_7_8_9_12_18,Mid1:OPN,Late1:OPN,10,39
10180_1_7,Early1:ALL,Mid1:CLS,0,19
10180_1_7,Late1:CLS,Late1:CLS,100,999
10180_1_7,Late1:OPN,Late1:OPN,75,999
10180_1_7,Mid1:CLS,Late1:CLS,20,99
10180_1_7,Mid1:OPN,Late1:OPN,20,74
10190_13_14,Early1:OPN,Mid1:OPN,0,9
10190_13_14,Late1:OPN,Late1:OPN,100,999
10190_13_14,Mid1:OPN,Mid2:OPN,10,29
10190_13_14,Mid2:OPN,Late1:OPN,30,99
10190_15,Early1:OPN,Mid1:OPN,0,9
10190_15,Late1:OPN,Late1:OPN,100,999
10190_15,Mid1:OPN,Mid2:OPN,10,29
10190_15,Mid2:OPN,Late1:OPN,30,99
10190_4,Early1:OPN,Mid1:OPN,0,9
10190_4,Late1:OPN,Late2:OPN,150,299
10190_4,Late2:OPN,Late2:OPN,300,999
10190_4,Mid1:OPN,Mid2:OPN,10,29
10190_4,Mid2:OPN,Late1:OPN,30,149
10190_6_7_9_12_16_17_18_19,Early1:OPN,Mid1:OPN,0,49
10190_6_7_9_12_16_17_18_19,Late1:OPN,Late2:OPN,100,199
10190_6_7_9_12_16_17_18_19,Late2:OPN,Late2:OPN,200,999
10190_6_7_9_12_16_17_18_19,Mid1:OPN,Late1:OPN,50,99
10200_13,Early1:ALL,Mid1:OPN,0,149
10200_13,Late1:OPN,Late1:OPN,350,999
10200_13,Mid1:OPN,Late1:OPN,150,349
10200_6_9_12_17,Early1:ALL,Mid1:OPN,0,99
10200_6_9_12_17,Late1:OPN,Late1:OPN,250,999
10200_6_9_12_17,Mid1:OPN,Late1:OPN,100,249
10210_2_3_6_7,Early1:ALL,Mid1:OPN,0,49
10210_2_3_6_7,Late1:CLS,Late1:CLS,151,999
10210_2_3_6_7,Late1:OPN,Late1:OPN,151,999
10210_2_3_6_7,Mid1:CLS,Late1:CLS,50,150
10210_2_3_6_7,Mid1:OPN,Late1:OPN,50,150
10220_2_3_6_7,Early1:ALL,Mid1:OPN,0,49
10220_2_3_6_7,Late1:CLS,Late1:CLS,151,999
10220_2_3_6_7,Late1:OPN,Late1:OPN,151,999
10220_2_3_6_7,Mid1:CLS,Late1:CLS,50,150
10220_2_3_6_7,Mid1:OPN,Late1:OPN,50,150
10230_14_15_24_25,Early1:ALL,Mid1:OPN,0,29
10230_14_15_24_25,Late1:OPN,Late1:OPN,130,999
10230_14_15_24_25,Mid1:CLS,Late1:OPN,30,129
10230_14_15_24_25,Mid1:OPN,Late1:OPN,30,129
10240_14_15_24,Early1:ALL,Mid1:OPN,0,29
10240_14_15_24,Late1:OPN,Late1:OPN,130,999
10240_14_15_24,Mid1:CLS,Late1:OPN,30,129
10240_14_15_24,Mid1:OPN,Late1:OPN,30,129
10240_25_27,Early1:ALL,Mid1:OPN,0,20
10240_25_27,Late1:OPN,Late1:OPN,71,999
10240_25_27,Mid1:CLS,Late1:OPN,21,70
10240_25_27,Mid1:OPN,Late1:OPN,21,70
10240_26,Early1:ALL,Mid1:OPN,0,12
10240_26,Late1:OPN,Late1:OPN,36,999
10240_26,Mid1:OPN,Late1:OPN,13,35
10250_14_15_24_25_26,Early1:ALL,Mid1:CLS,0,9
10250_14_15_24_25_26,Late1:CLS,Late1:CLS,85,984
10250_14_15_24_25_26,Mid1:CLS,Late1:CLS,10,84
10260_15,Early1:ALL,Mid1:CLS,0,34
10260_15,Late1:CLS,Late1:CLS,105,999
10260_15,Late1:OPN,Late1:OPN,105,999
10260_15,Mid1:CLS,Late1:CLS,35,104
10260_15,Mid1:OPN,Late1:OPN,35,104
10270_2_3_7,Early1:ALL,Mid1:OPN,0,49
10270_2_3_7,Late1:CLS,Late1:CLS,210,999
10270_2_3_7,Late1:OPN,Late1:OPN,90,999
10270_2_3_7,Mid1:CLS,Late1:CLS,50,209
10270_2_3_7,Mid1:OPN,Late1:OPN,50,89
10270_4_5_6,Early1:ALL,Mid1:CLS,0,49
10270_4_5_6,Late1:CLS,Late1:CLS,100,999
10270_4_5_6,Late1:OPN,Late1:OPN,130,999
10270_4_5_6,Mid1:CLS,Late1:CLS,50,99
10270_4_5_6,Mid1:OPN,Late1:OPN,25,129
10280_2_3,Early1:ALL,Mid1:OPN,0,49
10280_2_3,Late1:CLS,Late1:CLS,210,999
10280_2_3,Late1:OPN,Late1:OPN,120,999
10280_2_3,Mid1:CLS,Late1:CLS,50,209
10280_2_3,Mid1:OPN,Late1:OPN,50,119
10280_4_6_7_12,Early1:ALL,Mid1:CLS,0,49
10280_4_6_7_12,Late1:CLS,Late1:CLS,100,999
10280_4_6_7_12,Late1:OPN,Late1:OPN,130,999
10280_4_6_7_12,Mid1:CLS,Late1:CLS,50,99
10280_4_6_7_12,Mid1:OPN,Late1:OPN,25,129
10290_2_3_4_5_6_7_12,Early1:ALL,Mid1:OPN,0,39
10290_2_3_4_5_6_7_12,Late1:CLS,Late1:CLS,100,999
10290_2_3_4_5_6_7_12,Late1:OPN,Late1:OPN,100,999
10290_2_3_4_5_6_7_12,Mid1:CLS,Late1:CLS,40,99
10290_2_3_4_5_6_7_12,Mid1:OPN,Late1:OPN,40,99
10300_2_3_4_5_6_7,Early1:ALL,Mid1:OPN,0,24
10300_2_3_4_5_6_7,Mid1:CLS,Mid1:CLS,25,999
10300_2_3_4_5_6_7,Mid1:OPN,Mid1:OPN,25,999
10310_2_3_4_5_6_12,Early1:ALL,Mid1:CLS,0,49
10310_2_3_4_5_6_12,Late1:CLS,Late1:CLS,150,999
10310_2_3_4_5_6_12,Late1:OPN,Late1:OPN,200,999
10310_2_3_4_5_6_12,Mid1:CLS,Late1:CLS,50,149
10310_2_3_4_5_6_12,Mid1:OPN,Late1:OPN,25,199
10310_7,Early1:ALL,Mid1:OPN,0,29
10310_7,Late1:CLS,Late1:CLS,130,999
10310_7,Late1:OPN,Late1:OPN,80,999
10310_7,Mid1:CLS,Late1:CLS,30,129
10310_7,Mid1:OPN,Late1:OPN,30,79
10320_2_3_7,Early1:ALL,Mid1:CLS,0,29
10320_2_3_7,Late1:CLS,Late1:CLS,90,999
10320_2_3_7,Late1:OPN,Late1:OPN,90,999
10320_2_3_7,Mid1:CLS,Late1:CLS,30,89
10320_2_3_7,Mid1:OPN,Late1:OPN,30,89
10321_6,Early1:ALL,Mid1:CLS,0,49
10321_6,Late1:CLS,Late1:CLS,120,999
10321_6,Late1:OPN,Late1:OPN,140,999
10321_6,Mid1:CLS,Late1:CLS,50,119
10321_6,Mid1:OPN,Late1:OPN,30,139
10322_6,Early1:ALL,Mid1:CLS,0,54
10322_6,Late1:CLS,Late1:CLS,140,999
10322_6,Late1:OPN,Late1:OPN,160,999
10322_6,Mid1:CLS,Late1:CLS,55,139
10322_6,Mid1:OPN,Late1:OPN,55,159
10330_12,Early1:ALL,Late1:OPN,0,99
10330_12,Late1:OPN,Late2:CLS,100,199
10330_12,Late2:CLS,Late2:CLS,200,999
10330_3_6_7,Early1:ALL,Late1:OPN,0,199
10330_3_6_7,Late1:OPN,Late1:OPN,200,999
10330_3_6_7,Late2:CLS,Late2:CLS,100,999
10340_4_6_7,Early1:ALL,Mid1:OPN,0,49
10340_4_6_7,Late1:OPN,Late1:OPN,120,999
10340_4_6_7,Mid1:OPN,Late1:OPN,50,119
10350_1_2_7,Early1:ALL,Mid1:CLS,0,19
10350_1_2_7,Late1:CLS,Late1:CLS,60,999
10350_1_2_7,Late1:OPN,Late1:OPN,60,999
10350_1_2_7,Mid1:CLS,Late1:CLS,20,59
10350_1_2_7,Mid1:OPN,Late1:OPN,20,59
10360_1_2,Early1:ALL,Mid1:CLS,0,20
10360_1_2,Late1:CLS,Late1:CLS,60,999
10360_1_2,Mid1:CLS,Late1:CLS,21,59
10360_1_2,Mid2:CLS,Mid2:OPN,21,59
10360_1_2,Mid2:OPN,Late1:CLS,60,89
10370_1_2_7,Early1:ALL,Mid1:CLS,0,19
10370_1_2_7,Late1:CLS,Late1:CLS,100,999
10370_1_2_7,Late1:OPN,Late1:CLS,100,149
10370_1_2_7,Mid1:CLS,Late1:CLS,20,99
10370_1_2_7,Mid1:OPN,Late1:CLS,20,99
10380_1_7,Early1:ALL,Late1:CLS,0,150
10380_1_7,Late1:CLS,Late1:CLS,151,999
10390_1_2_3_7,Early1:ALL,Mid1:CLS,0,19
10390_1_2_3_7,Late1:CLS,Late1:CLS,100,999
10390_1_2_3_7,Late1:OPN,Late1:CLS,100,150
10390_1_2_3_7,Mid1:CLS,Late1:CLS,20,99
10390_1_2_3_7,Mid1:OPN,Late1:OPN,20,99
10411_1_7,Early1:ALL,Mid1:CLS,0,100
10411_1_7,Late1:CLS,Late1:CLS,250,999
10411_1_7,Late1:OPN,Late1:OPN,250,999
10411_1_7,Mid1:CLS,Late1:CLS,100,250
10411_1_7,Mid1:OPN,Late1:OPN,100,250
10412_1_7,Early1:ALL,Mid1:CLS,0,49
10412_1_7,Late1:CLS,Late1:CLS,200,999
10412_1_7,Late1:OPN,Late1:CLS,200,300
10412_1_7,Mid1:CLS,Late1:CLS,50,199
10412_1_7,Mid1:OPN,Late1:OPN,50,199
10420_1_7,Early1:ALL,Mid1:CLS,0,35
10420_1_7,Late1:CLS,Late1:CLS,201,999
10420_1_7,Late1:OPN,Late1:OPN,201,999
10420_1_7,Mid1:CLS,Late1:CLS,36,200
10420_1_7,Mid1:OPN,Late1:CLS,36,200
10430_5,Early1:ALL,Mid1:CLS,0,29
10430_5,Late1:CLS,Late1:CLS,50,999
10430_5,Mid1:CLS,Late1:CLS,30,49
10431_2_3_6_7,Early1:ALL,Mid1:OPN,0,39
10431_2_3_6_7,Late1:CLS,Late1:CLS,160,999
10431_2_3_6_7,Late1:OPN,Late1:OPN,90,999
10431_2_3_6_7,Mid1:CLS,Late1:CLS,40,159
10431_2_3_6_7,Mid1:OPN,Late1:OPN,40,89
10432_2_3,Early1:ALL,Mid1:OPN,0,29
10432_2_3,Late1:CLS,Late1:CLS,120,999
10432_2_3,Late1:OPN,Late1:OPN,70,999
10432_2_3,Mid1:CLS,Late1:CLS,30,119
10432_2_3,Mid1:OPN,Late1:OPN,30,69
10440_3_6_7,Early1:ALL,Mid1:CLS,0,19
10440_3_6_7,Late1:CLS,Late1:CLS,81,999
10440_3_6_7,Late1:OPN,Late1:CLS,81,160
10440_3_6_7,Mid1:CLS,Late1:CLS,20,80
10440_3_6_7,Mid1:OPN,Late1:OPN,20,80
10450_1_7_8_9,Early1:ALL,Mid1:OPN,0,29
10450_1_7_8_9,Late1:CLS,Late1:CLS,175,999
10450_1_7_8_9,Late1:OPN,Late1:OPN,100,999
10450_1_7_8_9,Mid1:CLS,Late1:CLS,30,174
10450_1_7_8_9,Mid1:OPN,Late1:OPN,30,99
10450_21,Early1:ALL,Mid1:OPN,0,39
10450_21,Late1:CLS,Late1:CLS,150,999
10450_21,Late1:OPN,Late1:OPN,115,999
10450_21,Mid1:CLS,Late1:CLS,40,149
10450_21,Mid1:OPN,Late1:OPN,40,114
10451_10_19,Early1:ALL,Mid1:OPN,0,29
10451_10_19,Late1:CLS,Late1:CLS,150,999
10451_10_19,Late1:OPN,Late1:OPN,115,999
10451_10_19,Mid1:CLS,Late1:CLS,35,149
10451_10_19,Mid1:OPN,Late1:OPN,30,114
10451_20,Early1:ALL,Mid1:CLS,0,30
10451_20,Late1:CLS,Late1:CLS,111,999
10451_20,Late1:OPN,Late1:OPN,111,999
10451_20,Mid1:CLS,Late1:CLS,31,110
10451_20,Mid1:OPN,Late1:OPN,31,110
10452_10_19,Early1:ALL,Mid1:CLS,0,19
10452_10_19,Late1:CLS,Late1:CLS,80,999
10452_10_19,Late1:OPN,Late1:CLS,80,119
10452_10_19,Mid1:CLS,Late1:CLS,20,79
10452_10_19,Mid1:OPN,Late1:OPN,20,79
10453_10_19,Early1:ALL,Mid1:CLS,0,29
10453_10_19,Late1:CLS,Late1:CLS,125,999
10453_10_19,Late1:OPN,Late1:CLS,125,165
10453_10_19,Mid1:CLS,Late1:CLS,30,124
10453_10_19,Mid1:OPN,Late1:CLS,30,124
10454_20,Early1:ALL,Mid1:CLS,0,20
10454_20,Late1:CLS,Late1:CLS,91,999
10454_20,Late1:OPN,Late1:OPN,91,999
10454_20,Mid1:CLS,Late1:CLS,21,90
10454_20,Mid1:OPN,Late1:OPN,21,90
10460_1_7_9,Early1:ALL,Late1:OPN,0,99
10460_1_7_9,Late1:OPN,Late2:CLS,100,199
10460_1_7_9,Late2:CLS,Late2:CLS,200,999
10460_10_19_20,Early1:ALL,Mid1:CLS,0,79
10460_10_19_20,Late1:CLS,Late1:CLS,150,999
10460_10_19_20,Late1:OPN,Late1:OPN,150,999
10460_10_19_20,Mid1:CLS,Late1:CLS,80,149
10460_10_19_20,Mid1:OPN,Late1:OPN,80,149
10460_18,Early3:OPN,Mid3:OPN,0,49
10460_18,Late3:CLS,Late3:CLS,350,999
10460_18,Late3:OPN,Late3:CLS,150,349
10460_18,Mid3:OPN,Late3:OPN,50,149
10460_21,Early1:ALL,Mid1:CLS,0,49
10460_21,Late1:CLS,Late1:CLS,130,999
10460_21,Late1:OPN,Late1:OPN,130,999
10460_21,Mid1:CLS,Late1:CLS,50,129
10460_21,Mid1:OPN,Late1:OPN,50,129
10470_10_19,Early1:ALL,Mid1:CLS,0,19
10470_10_19,Late1:CLS,Late1:CLS,80,999
10470_10_19,Late1:OPN,Late1:CLS,80,109
10470_10_19,Mid1:CLS,Late1:CLS,20,79
10470_10_19,Mid1:OPN,Mid1:CLS,20,44
10470_8_9,Early1:ALL,Mid1:CLS,0,29
10470_8_9,Late1:CLS,Late1:CLS,100,998
10470_8_9,Late1:OPN,Late1:OPN,80,999
10470_8_9,Mid1:CLS,Late1:CLS,30,99
10470_8_9,Mid1:OPN,Late1:OPN,30,79
10472_10_19,Early1:ALL,Mid1:CLS,0,19
10472_10_19,Late1:CLS,Late1:CLS,100,999
10472_10_19,Late1:OPN,Late1:CLS,100,119
10472_10_19,Mid1:CLS,Late1:CLS,20,99
10472_10_19,Mid1:OPN,Mid1:CLS,20,39
10480_29,Early1:ALL,Early1:CLS,0,19
10480_29,Early1:CLS,Mid1:CLS,20,39
10480_29,Late1:CLS,Late1:CLS,130,999
10480_29,Mid1:CLS,Mid2:OPN,40,79
10480_29,Mid2:OPN,Late1:CLS,80,129
10490_16_22,Early1:ALL,Mid1:OPN,0,50
10490_16_22,Late1:CLS,Late1:CLS,101,999
10490_16_22,Mid1:OPN,Late1:CLS,51,100
10490_19_20_21_23_28_29,Early1:ALL,Mid1:OPN,0,99
10490_19_20_21_23_28_29,Late1:CLS,Late1:CLS,300,999
10490_19_20_21_23_28_29,Mid1:OPN,Late1:CLS,0,299
10500_16_23_28,Early1:ALL,Mid1:CLS,0,19
10500_16_23_28,Late1:CLS,Late1:CLS,80,499
10500_16_23_28,Mid1:CLS,Late1:CLS,20,79
10500_18,Early1:ALL,Mid1:CLS,0,19
10500_18,Late1:CLS,Late1:CLS,80,499
10500_18,Mid1:CLS,Late1:CLS,20,79
10500_22,Early1:ALL,Mid1:ALL,0,19
10500_22,Late1:CLS,Late1:CLS,80,999
10500_22,Mid1:ALL,Late1:CLS,20,79
10510_15_16_17_22_23_24_25,Early1:ALL,Mid1:CLS,0,34
10510_15_16_17_22_23_24_25,Late1:CLS,Late1:CLS,105,999
10510_15_16_17_22_23_24_25,Late1:OPN,Late1:OPN,105,999
10510_15_16_17_22_23_24_25,Mid1:CLS,Late1:CLS,35,104
10510_15_16_17_22_23_24_25,Mid1:OPN,Late1:OPN,35,104
10510_18_21,Early1:ALL,Mid1:CLS,0,34
10510_18_21,Late1:CLS,Late1:CLS,105,999
10510_18_21,Late1:OPN,Late1:OPN,105,999
10510_18_21,Mid1:CLS,Late1:CLS,35,104
10510_18_21,Mid1:OPN,Late1:OPN,35,104
10510_27,Early1:ALL,Mid1:CLS,0,34
10510_27,Late1:CLS,Late1:CLS,105,999
10510_27,Late1:OPN,Late1:OPN,105,999
10510_27,Mid1:CLS,Late1:CLS,35,104
10510_27,Mid1:OPN,Late1:OPN,35,104
10510_28,Early1:ALL,Mid1:CLS,0,34
10510_28,Late1:CLS,Late1:CLS,150,999
10510_28,Late1:OPN,Late1:OPN,150,999
10510_28,Mid1:CLS,Mid1:OPN,35,109
10510_28,Mid1:OPN,Late1:OPN,35,149
10510_29,Early1:ALL,Mid1:CLS,0,34
10510_29,Late1:CLS,Late1:CLS,105,999
10510_29,Late1:OPN,Late1:OPN,105,999
10510_29,Mid1:CLS,Late1:CLS,35,104
10510_29,Mid1:OPN,Late1:OPN,35,104
10510_6,Early1:ALL,Mid1:CLS,0,34
10510_6,Late1:CLS,Late1:CLS,105,999
10510_6,Late1:OPN,Late1:OPN,105,999
10510_6,Mid1:CLS,Late1:CLS,35,104
10510_6,Mid1:OPN,Late1:OPN,35,104
10520_12,Early1:ALL,Mid1:CLS,0,29
10520_12,Late1:CLS,Late1:CLS,100,999
10520_12,Late1:OPN,Late1:OPN,100,999
10520_12,Mid1:CLS,Late1:CLS,30,99
10520_12,Mid1:OPN,Late1:OPN,31,99
10520_13,Early1:ALL,Mid1:CLS,0,29
10520_13,Late1:CLS,Late1:CLS,100,999
10520_13,Late1:OPN,Late1:OPN,100,999
10520_13,Mid1:CLS,Late1:CLS,30,99
10520_13,Mid1:OPN,Late1:OPN,31,99
10520_15,Early1:ALL,Mid1:CLS,0,29
10520_15,Late1:CLS,Late1:CLS,100,999
10520_15,Late1:OPN,Late1:OPN,100,999
10520_15,Mid1:CLS,Late1:CLS,30,99
10520_15,Mid1:OPN,Late1:OPN,31,99
10520_16_23_24,Early1:ALL,Mid1:CLS,0,29
10520_16_23_24,Late1:CLS,Late1:CLS,100,999
10520_16_23_24,Late1:OPN,Late1:OPN,100,999
10520_16_23_24,Mid1:CLS,Late1:CLS,30,99
10520_16_23_24,Mid1:OPN,Late1:OPN,31,99
10520_17,Early1:ALL,Mid1:CLS,0,29
10520_17,Late1:CLS,Late1:CLS,100,999
10520_17,Late1:OPN,Late1:OPN,100,999
10520_17,Mid1:CLS,Late1:CLS,30,99
10520_17,Mid1:OPN,Late1:OPN,31,99
10520_18,Early1:ALL,Mid1:CLS,0,29
10520_18,Late1:CLS,Late1:CLS,100,999
10520_18,Late1:OPN,Late1:OPN,100,999
10520_18,Mid1:CLS,Late1:CLS,30,99
10520_18,Mid1:OPN,Late1:OPN,31,99
10520_21,Early1:ALL,Mid1:CLS,0,29
10520_21,Late1:CLS,Late1:CLS,100,999
10520_21,Late1:OPN,Late1:OPN,100,999
10520_21,Mid1:CLS,Late1:CLS,30,99
10520_21,Mid1:OPN,Late1:OPN,31,99
10520_25,Early1:ALL,Mid1:CLS,0,29
10520_25,Late1:CLS,Late1:CLS,100,999
10520_25,Late1:OPN,Late1:OPN,100,999
10520_25,Mid1:CLS,Late1:CLS,30,99
10520_25,Mid1:OPN,Late1:OPN,31,99
10520_27,Early1:ALL,Mid1:CLS,0,29
10520_27,Late1:CLS,Late1:CLS,100,999
10520_27,Late1:OPN,Late1:OPN,100,999
10520_27,Mid1:CLS,Late1:CLS,30,99
10520_27,Mid1:OPN,Late1:OPN,30,99
10520_28,Early1:ALL,Mid1:OPN,0,39
10520_28,Late1:CLS,Late1:CLS,150,999
10520_28,Late1:OPN,Late1:CLS,150,189
10520_28,Mid1:CLS,Late1:CLS,40,149
10520_28,Mid1:OPN,Late1:OPN,40,149
10530_10_19,Early1:OPN,Mid1:OPN,0,29
10530_10_19,Late1:CLS,Late1:CLS,165,999
10530_10_19,Late1:OPN,Late1:OPN,105,979
10530_10_19,Mid1:CLS,Late1:CLS,30,164
10530_10_19,Mid1:OPN,Late1:OPN,30,104
10531_1_7_8_9,Early1:ALL,Mid1:OPN,0,39
10531_1_7_8_9,Late1:CLS,Late1:CLS,200,999
10531_1_7_8_9,Late1:OPN,Late1:OPN,135,999
10531_1_7_8_9,Mid1:CLS,Late1:CLS,40,199
10531_1_7_8_9,Mid1:OPN,Late1:OPN,40,134
10532_7_9,Early1:ALL,Mid1:OPN,0,49
10532_7_9,Late1:CLS,Late1:CLS,250,999
10532_7_9,Late1:OPN,Late1:OPN,150,999
10532_7_9,Mid1:CLS,Late1:CLS,50,249
10532_7_9,Mid1:OPN,Late1:OPN,50,149
10540_13_14,Early1:ALL,Mid1:OPN,0,39
10540_13_14,Late1:CLS,Late1:CLS,100,999
10540_13_14,Late1:OPN,Late1:OPN,100,999
10540_13_14,Mid1:CLS,Late1:CLS,40,99
10540_13_14,Mid1:OPN,Late1:OPN,40,99
10540_15_25,Early1:ALL,Mid1:OPN,0,49
10540_15_25,Late1:CLS,Late1:CLS,120,969
10540_15_25,Late1:OPN,Late1:OPN,120,969
10540_15_25,Mid1:CLS,Late1:CLS,50,119
10540_15_25,Mid1:OPN,Late1:OPN,50,119
10540_16_23_24,Early1:ALL,Mid1:OPN,0,39
10540_16_23_24,Late1:CLS,Late1:CLS,100,999
10540_16_23_24,Late1:OPN,Late1:OPN,100,999
10540_16_23_24,Mid1:CLS,Late1:CLS,40,99
10540_16_23_24,Mid1:OPN,Late1:OPN,40,99
10540_17,Early1:ALL,Mid1:OPN,0,39
10540_17,Late1:CLS,Late1:CLS,100,999
10540_17,Late1:OPN,Late1:OPN,100,999
10540_17,Mid1:CLS,Late1:CLS,40,99
10540_17,Mid1:OPN,Late1:OPN,40,99
10540_20,Early1:ALL,Mid1:OPN,0,29
10540_20,Late1:CLS,Late1:CLS,145,999
10540_20,Late1:OPN,Late1:OPN,105,999
10540_20,Mid1:CLS,Late1:CLS,30,144
10540_20,Mid1:OPN,Late1:OPN,30,104
10540_22,Early1:OPN,Mid1:OPN,0,29
10540_22,Late1:CLS,Late1:CLS,130,999
10540_22,Late1:OPN,Late1:OPN,105,999
10540_22,Mid1:CLS,Late1:CLS,30,164
10540_22,Mid1:OPN,Late1:OPN,30,104
10540_26,Early1:ALL,Mid1:OPN,0,15
10540_26,Late1:CLS,Late1:CLS,41,999
10540_26,Late1:OPN,Late1:OPN,41,999
10540_26,Mid1:CLS,Late1:CLS,16,40
10540_26,Mid1:OPN,Late1:OPN,16,40
10540_28,Early1:ALL,Mid1:OPN,0,49
10540_28,Late1:CLS,Late1:CLS,200,999
10540_28,Late1:OPN,Late1:OPN,200,999
10540_28,Mid1:CLS,Late1:CLS,50,199
10540_28,Mid1:OPN,Late1:OPN,50,199
10540_29,Early1:ALL,Mid1:OPN,0,15
10540_29,Late1:CLS,Late1:CLS,50,999
10540_29,Late1:OPN,Late1:OPN,50,999
10540_29,Mid1:CLS,Late1:CLS,16,49
10540_29,Mid1:OPN,Late1:OPN,16,49
10540_33,Early1:ALL,Mid1:OPN,0,49
