bps_model_id,symbol,scientific_name,common_name
10530_10_19,PUTR2,Purshia tridentata,Antelope bitterbrush
10531_1_7_8_9,PIPO,Pinus ponderosa,Ponderosa pine
10531_1_7_8_9,FEID,Festuca idahoensis,Idaho fescue
10531_1_7_8_9,ARPA,Arctostaphylos patula,Greenleaf manzanita
10531_1_7_8_9,CEVE,Ceanothus velutinus,Snowbrush ceanothus
10531_1_7_8_9,PUTR2,Purshia tridentata,Antelope bitterbrush
10531_1_7_8_9,AMAL2,Amelanchier alnifolia,Serviceberry
10531_1_7_8_9,SYAL,Symphoricarpos albus,Common snowberry
10531_1_7_8_9,CAGE,Carex geyerii,Elk sedge
10531_1_7_8_9,CARU,Calamagrostis rubescens,Pinegrass
10531_1_7_8_9,STOC,Stipa occidentalis,Western needlegrass
10532_7_9,PIPO,Pinus ponderosa,Ponderosa pine
10532_7_9,ARAR,Artemisia arbuscular,Low Sagebrush
10532_7_9,ARTR2,Artemisia tridentata,Big Sagebrush
10532_7_9,PUTR2,Purshia tridentata,Bitterbrush
10532_7_9,CELE3,Cercocarpus ledifolius,Curl-leaf Mtn. Mahogany
10532_7_9,JUOC,Juniperus occidentalis,Western juniper
10532_7_9,POSA3,Poa sandbergii,Sandberg’s bluegrass
10540_13_14,PIPO,Pinus ponderosa,Ponderosa pine
10540_13_14,ABCO,Abies concolor,White fir
10540_13_14,PIFL,Pieris floribunda,Mountain fetterbush
10540_13_14,ARPU,Arabis puberula,Silver rockcress
10540_13_14,SYLO,Symphoricarpos longiflorus,Desert snowberry
10540_13_14,PSSP6,Pseudoroegneria spicata,Bluebunch wheatgrass
10540_13_14,POFE,Poa fendleriana,Muttongrass
10540_13_14,CELEI4,Cercocarpus ledifolius var. intermontanus,Curl-leaf mountain mahogany
10540_15_25,PIPOS,Pinus ponderosa var. scopulorum,Ponderosa pine
10540_15_25,QUGA,Quercus gambelii,Gambel oak
10540_15_25,MUMO,Muhlenbergia montana,Mountain muhly
10540_15_25,BOGR,Boerhavia gracillima,Slimstalk spiderling
10540_15_25,FEAR2,Festuca arizonica,Arizona fescue
10540_16_23_24,PIPO,Pinus ponderosa,Ponderosa pine
10540_16_23_24,PSEUD7,Pseudotsuga,Douglas-fir
10540_16_23_24,QUGA,Quercus gambelii,Gambel oak
10540_16_23_24,SYOR,Symphoricarpos orbiculatus,Coralberry
10540_16_23_24,ARPA6,Arctostaphylos patula,Greenleaf manzanita
10540_16_23_24,ABCO,Abies concolor,White fir
10540_16_23_24,RONE,Robinia neomexicana,New Mexican locust
10540_17,PIPO,Pinus ponderosa,Ponderosa pine
10540_17,ARTR2,Artemisia tridentata,Big sagebrush
10540_17,SYOR,Symphoricarpos orbiculatus,Coralberry
10540_17,ARPA6,Arctostaphylos patula,Greenleaf manzanita
10540_17,QUGA,Quercus gambelii,Gambel oak
10540_17,PSSP6,Pseudoroegneria spicata,Bluebunch wheatgrass
10540_20,PIPO,Pinus ponderosa,Ponderosa pine
10540_20,PASM,Pascopyrum smithii,Western wheatgrass
10540_22,PIPO,Pinus ponderosa,Ponderosa pine
10540_22,FEID,Festuca idahoensis,Idaho fescue
10540_22,PSSP6,Pseudoroegneria spicata,Bluebunch wheatgrass
10540_22,ANRO2,Antennaria rosea,Rosy pussytoes
10540_22,ARTRW8,Artemisia tridentata ssp. wyomingensis,Wyoming big sagebrush
10540_22,PRVI,Prunus virginiana,Chokecherry
10540_22,PUTR2,Purshia tridentata,Antelope bitterbrush
10540_22,SYAL,Symphoricarpos albus,Common snowberry
10540_26,PIPOS,Pinus ponderosa var. scopulorum,Ponderosa pine
10540_26,QUGA,Quercus gambelii,Gambel oak
10540_26,PIAR,Pinus aristata,Bristlecone pine
10540_26,PIST,Pinus strobus,Eastern white pine
10540_26,PICE,Pinus cembroides,Mexican pinyon
10540_26,CUAR,Cupressus arizonica,Arizona cypress
10540_28,PIPO,Pinus ponderosa,Ponderosa pine
10540_28,PSME,Pseudotsuga menziesii,Douglas-fir
10540_29,PIPO,Pinus ponderosa,Ponderosa pine
10540_29,PRVI,Prunus virginiana,Chokecherry
10540_29,ROWO,Rosa woodsii,Woods' rose
10540_29,ORAS,Oryzopsis asperifolia,Roughleaf ricegrass
10540_29,JUCO6,Juniperus communis,Common juniper
10540_29,MARE11,Mahonia repens,Creeping barberry
10540_29,TORY,Toxicodendron rydbergii,Western poison ivy
10540_29,ARUV,Arctostaphylos uva-ursi,Kinnikinnick
10540_33,PIPO,Pinus ponderosa,Ponderosa pine
10540_33,PSME,Pseudotsuga menziesii,Douglas-fir
10541_27,PIPO,Pinus ponderosa,Ponderosa pine
10541_27,NAVI4,Nassella viridula,Green needlegrass
10541_27,FEAR2,Festuca arizonica,Arizona fescue
10541_27,QUGA,Quercus gambelii,Gambel oak
10541_27,PIED,Pinus edulis,Twoneedle pinyon
10541_27,JUSC2,Juniperus scopulorum,Rocky mountain juniper
10541_27,MUMO,Muhlenbergia montana,Mountain muhly
10541_27,CEMO2,Cercocarpus montanus,Alderleaf mountain mahogany
10542_27,PIPO,Pinus ponderosa,Ponderosa pine
10542_27,PSME,Pseudotsuga menziesii,Douglas-fir
10550_1_8_9,PICO,Pinus contorta,Lodgepole pine
10550_1_8_9,ABLA,Abies lasiocarpa,Subalpine fir
10550_1_8_9,PIEN,Picea engelmannii,Engelmann spruce
10550_10_19,ABLA,Abies lasiocarpa,Subalpine fir
10550_10_19,PIEN,Picea engelmannii,Engelmann spruce
10550_10_19,PICO,Pinus contorta,Lodgepole pine
10550_10_19,CAGE,Carex geophila,White mountain sedge
10550_10_19,CARU,Calamagrostis rubescens,Pinegrass
10550_15_28,PIEN,Picea engelmannii,Engelmann spruce
10550_15_28,ABLA,Abies lasiocarpa,Subalpine fir
10550_15_28,PICO,Pinus contorta,Lodgepole pine
10550_15_28,POTR5,Populus tremuloides,Quaking aspen
10550_16_23_24,PIEN,Picea engelmannii,Engelmann spruce
10550_16_23_24,ABLA,Abies lasiocarpa,Subalpine fir
10550_16_23_24,ABCO,Abies concolor,White fir
10550_16_23_24,ACMI2,Achillea millefolium,Common yarrow
10550_17,ABLA,Abies lasiocarpa,Subalpine fir
10550_17,PIAL,Pinus albicaulis,Whitebark pine
10550_17,PIFL2,Pinus flexilis,Limber pine
10550_18,ABLA,Abies lasiocarpa,Subalpine fir
10550_18,PIAL,Pinus albicaulis,Whitebark pine
10550_18,PIFL2,Pinus flexilis,Limber pine
10550_20,PICO,Pinus contorta,Lodgepole pine
10550_20,VASC,Vaccinium scoparium,Grouse whortleberry
10550_20,ABLA,Abies lasiocarpa,Subalpine fir
10550_20,PIEN,Picea engelmannii,Engelmann spruce
10550_20,ARCO9,Arnica cordifolia,Heartleaf arnica
10550_20,MARE11,Mahonia repens,Creeping barberry
10550_20,CAGE2,Carex geyeri,Geyer's sedge
10550_21_22,PICO,Pinus contorta,Lodgepole pine
10550_21_22,VASC,Vaccinium scoparium,Grouse whortleberry
10550_21_22,ABLA,Abies lasiocarpa,Subalpine fir
10550_21_22,PIEN,Picea engelmannii,Engelmann spruce
10550_21_22,ARCO9,Arnica cordifolia,Heartleaf arnica
10550_21_22,MARE11,Mahonia repens,Creeping barberry
10550_21_22,CAGE2,Carex geyeri,Geyer's sedge
10550_27,PIEN,Picea engelmannii,Engelmann spruce
10550_27,ABLA,Abies lasiocarpa,Subalpine fir
10550_27,POTR5,Populus tremuloides,Quaking aspen
10550_29,PICO,Pinus contorta,Lodgepole pine
10550_29,PIEN,Picea engelmannii,Engelmann spruce
10550_29,ABLA,Abies lasiocarpa,Subalpine fir
10550_29,VASC,Vaccinium scoparium,Grouse whortleberry
10560_1_7_8_9,ABLA,Abies lasiocarpa,Subalpine fir
10560_1_7_8_9,PIEN,Picea engelmannii,Engelmann spruce
10560_1_7_8_9,PICO,Pinus contorta,Lodgepole pine
10560_1_7_8_9,VAME,Vaccinium membranaceum,Thinleaf huckleberry
10560_1_7_8_9,CLUN2,Clintonia uniflora,Bride’s bonnet
10560_1_7_8_9,LIBO3,Linnaea borealis,Twinflower
10560_1_7_8_9,LEGL,Ledum glandulosum,Western Labrador-tea
10560_10_19,PIEN,Picea engelmannii,Engelmann spruce
10560_10_19,ABLA,Abies lasiocarpa,Subalpine fir
10560_10_19,PICO,Pinus contorta,Lodgepole pine
10560_15_28,PIEN,Picea engelmannii,Engelmann spruce
10560_15_28,ABLA,Abies lasiocarpa,Subalpine fir
10560_15_28,PICO,Pinus contorta,Lodgepole pine
10560_15_28,POTR5,Populus tremuloides,Quaking aspen
10560_16_23,PIEN,Picea engelmannii,Engelmann spruce
10560_16_23,ABLA,Abies lasiocarpa,Subalpine fir
10560_16_23,PICO,Pinus contorta,Lodgepole pine
10560_16_23,RIBES,Ribes,Currant
10560_16_23,PAMY,Paxistima myrsinites,Oregon boxleaf
10560_16_23,MARE11,Mahonia repens,Creeping barberry
10560_16_23,ARNIC,Arnica,Arnica
10560_18,ABLA,Abies lasiocarpa,Subalpine fir
10560_18,PIAL,Pinus albicaulis,Whitebark pine
10560_18,PIFL2,Pinus flexilis,Limber pine
10560_20,PIEN,Picea engelmannii,Engelmann spruce
10560_20,ABLA,Abies lasiocarpa,Subalpine fir
10560_20,PICO,Pinus contorta,Lodgepole pine
10560_21_22,PIEN,Picea engelmannii,Engelmann spruce
10560_21_22,ABLA,Abies lasiocarpa,Subalpine fir
10560_21_22,PICO,Pinus contorta,Lodgepole pine
10560_29,PIEN,Picea engelmannii,Engelmann spruce
10560_29,ABLA,Abies lasiocarpa,Subalpine fir
10560_29,PICO,Pinus contorta,Lodgepole pine
10570_12_16,PILO,Pinus longaeva,Great basin bristlecone pine
10570_12_16,PIFL2,Pinus flexilis,Limber pine
10570_18,PILO,Pinus longaeva,Great basin bristlecone pine
10570_18,PIFL2,Pinus flexilis,Limber pine
10570_18,PIAL,Pinus albicaulis,Whitebark pine
10570_23,PIAR,Pinus aristata,Bristlecone pine
10570_23,PIFL2,Pinus flexilis,Limber pine
10570_23,FEAR,Festuca arida,Desert fescue
10570_23,FETH,Festuca thurberi,Thurber's fescue
10570_28,PIAR,Pinus aristata,Bristlecone pine
10570_28,PIFL2,Pinus flexilis,Limber pine
10570_28,FEAR2,Festuca arizonica,Arizona fescue
10570_28,FETH,Festuca thurberi,Thurber’s fescue
10570_28,ARUV,Arctostaphylos uva-ursi,Kinnikinnick
10570_28,CELE3,Cercocarpus ledifolius,Curl-leaf mountain mahogany
10570_28,JUCO6,Juniperus communis,Common juniper
10570_28,MARE11,Mahonia repens,Creeping barberry
10570_29,PIAR,Pinus aristata,Bristlecone pine
10570_29,PIFL2,Pinus flexilis,Limber pine
10570_29,FEID,Festuca idahoensis,Idaho fescue
10570_29,ARUV,Arctostaphylos uva-ursi,Kinnikinnick
10570_29,CELE3,Cercocarpus ledifolius,Curl-leaf mountain mahogany
10570_29,JUCO6,Juniperus communis,Common juniper
10570_29,MARE11,Mahonia repens,Creeping barberry
10580_12,PICO,Pinus contorta,Lodgepole pine
10580_12,ARNE,Arctostaphylos nevadensis,Pinemat manzanita
10580_12,CECO,Ceanothus cordulatus,Whitethorn ceanothus
10580_12,CELE3,Cercocarpus ledifolius,Curl-leaf mountain mahogany
10580_12,CHSE11,Chrysolepis sempervirens,Bush chinquapin
10580_12,PHBR4,Phyllodoce breweri,Purple mountainheath
10580_12,RIMO2,Ribes montigenum,Gooseberry currant
10580_4,PICO,Pinus contorta,Lodgepole pine
10580_4,PIFL2,Pinus flexilis,Limber pine
10580_4,ABCO,Abies concolor,White fir
10580_4,PILA,Pinus lambertiana,Sugar pine
10580_4,PIMO3,Pinus monticola,Western white pine
10580_4,CHSE11,Chrysolepis sempervirens,Bush chinquapin
10580_4,CECO,Ceanothus cordulatus,Whitethorn ceanothus
10580_4,ARPA4,Arctostaphylos parryana,Parry manzanita
10580_7,PICO,Pinus contorta,Lodgepole pine
10581_6,PICO,Pinus contorta,Lodgepole pine
10582_6,PICO,Pinus contorta,Lodgepole pine
10590_24_28,PIED,Pinus edulis,Twoneedle pinyon
10590_24_28,JUMO,Juniperus monosperma,Oneseed juniper
10590_24_28,JUSC2,Juniperus scopulorum,Rocky Mountain juniper
10590_24_28,JUDE2,Juniperus deppeana,Alligator juniper
10590_24_28,ARBI3,Artemisia bigelovii,Bigelow sage
10590_24_28,QUGA,Quercus gambelii,Gambel oak
10590_25,JUMO,Juniperus monosperma,Oneseed juniper
10590_25,PIED,Pinus edulis,Twoneedle pinyon
10590_25,QUPA4,Quercus pauciloba,Quercus pauciloba
10590_25,ACSC,Acacia schottii,Schott’s wattle
10590_25,ACLO,Acacia longifolia,Sydney golden wattle
10590_25,BOGR,Boerhavia gracillima,Slimstalk spiderling
10590_26,JUDE,Juncus debilis,Weak rush
10590_26,JUMO,Juniperus monosperma,Oneseed juniper
10590_26,JUSC,Juncus scirpoides,Needlepod rush
10590_26,PIED,Pinus edulis,Twoneedle pinyon
10590_26,PICE,Pinus cembroides,Mexican pinyon
10590_26,QUGA,Quercus gambelii,Gambel oak
10590_26,PIFI,Piptochaetium fimbriatum,Pinyon ricegrass
10590_26,BOGR2,Bouteloua gracilis,Blue grama
10590_27_33,JUMO,Juniperus monosperma,Oneseed juniper
10590_27_33,JUSC2,Juniperus scopulorum,Rocky Mountain juniper
10590_27_33,PIED,Pinus edulis,Twoneedle pinyon
10590_27_33,BOGR2,Bouteloua gracilis,Blue grama
10590_27_33,PASM,Pascopyrum smithii,Western wheatgrass
10590_27_33,HECO26,Hesperostipa comata,Needle-and-thread
10590_27_33,CEMO2,Cercocarpus montanus,Alderleaf mountain mahogany
10590_27_33,QUGA,Quercus gambelii,Gambel oak
10600_1_2_7,QUGA4,Quercus garryana,Oregon white oak
10600_1_2_7,PIPO,Pinus ponderosa,Ponderosa pine
10600_1_2_7,PSME,Pseudotsuga menziesii,Douglas-fir
10600_1_2_7,SYAL,Symphoricarpos albus,Common snowberry
10600_1_2_7,FEID,Festuca idahoensis,Idaho fescue
10600_1_2_7,STIPA,Stipa,Stipa
10600_1_2_7,POSE,Poa secunda,Sandberg bluegrass
10600_1_2_7,PSSP6,Pseudoroegneria spicata,Bluebunch wheatgrass
10610_13,POTR5,Populus tremuloides,Quaking Aspen
10610_13,ABCO,Abies concolor,White fir
10610_13,AMAL2,Amelanchier alnifolia,Saskatoon serviceberry
10610_13,PRVI,Prunus virginiana,Chokecherry
10610_13,SYOR2,Symphoricarpos oreophilus,Mountain snowberry
10610_13,ROWO,Rosa woodsii,Woods' rose
10610_13,CARO5,Carex rossii,Ross' sedge
10610_13,BRCI2,Bromus ciliatus,Fringed brome
10610_15_25,POTR5,Populus tremuloides,Quaking aspen
10610_15_25,PIPO,Pinus ponderosa,Ponderosa pine
10610_15_25,PICO,Pinus contorta,Lodgepole pine
10610_15_25,PSME,Pseudotsuga menziesii,Douglas-fir
10610_18,POTR5,Populus tremuloides,Quaking aspen
10610_18,ABCO,Abies concolor,White fir
10610_18,ABLA,Abies lasiocarpa,Subalpine fir
10610_18,PSME,Pseudotsuga menziesii,Douglas-fir
10610_18,PIFL2,Pinus flexilis,Limber pine
10610_20_29,POTR5,Populus tremuloides,Quaking aspen
10610_20_29,PIEN,Picea engelmannii,Engelmann spruce
10610_20_29,ABLA,Abies lasiocarpa,Subalpine fir
10610_20_29,PSME,Pseudotsuga menziesii,Douglas-fir
10610_20_29,PIFL2,Pinus flexilis,Limber pine
10610_20_29,PICO,Pinus contorta,Lodgepole pine
10610_22_27_28,POTR5,Populus tremuloides,Quaking aspen
10610_22_27_28,ABLA,Abies lasiocarpa,Subalpine fir
10610_22_27_28,PIEN,Picea engelmannii,Engelmann spruce
10610_22_27_28,ABCO,Abies concolor,White fir
10610_22_27_28,PSME,Pseudotsuga menziesii,Douglas-fir
10610_22_27_28,PIEN,Picea engelmannii,Engelmann spruce
10610_22_27_28,PIPU,Picea pungens,Blue spruce
10610_22_27_28,PICO,Pinus contorta,Lodgepole pine
10610_6,POTR5,Populus tremuloides,Quaking aspen
10610_6,SYOR,Symphoricarpos orbiculatus,Coralberry
10610_8_9_17,POTR5,Populus tremuloides,Quaking aspen
10610_8_9_17,ABCO,Abies concolor,White fir
10610_8_9_17,ABLA,Abies lasiocarpa,Subalpine fir
10610_8_9_17,PIFL2,Pinus flexilis,Limber pine
10611_16_23_24,POTR5,Populus tremuloides,Quaking aspen
10611_16_23_24,PIPO,Pinus ponderosa,Ponderosa pine
10611_16_23_24,PICO,Pinus contorta,Lodgepole pine
10611_16_23_24,PSME,Pseudotsuga menziesii,Douglas-fir
10612_16_23,POTR5,Populus tremuloides,Quaking aspen
10612_16_23,ABLA,Abies lasiocarpa,Subalpine fir
10612_16_23,PIEN,Picea engelmannii,Engelmann spruce
10612_16_23,PICO,Pinus contorta,Lodgepole pine
10612_16_23,ABCO,Abies concolor,White fir
10612_16_23,PIFL2,Pinus flexilis,Limber pine
10620_10_19_21_29_31,CELE3,Cercocarpus ledifolius,Curl-leaf mountain mahogany
10620_10_19_21_29_31,ARTRV,Artemisia tridentata ssp. vaseyana,Mountain big sagebrush
10620_10_19_21_29_31,PUTR2,Purshia tridentata,Antelope bitterbrush
10620_10_19_21_29_31,SYMPH,Symphoricarpos,Snowberry
10620_13,CELE3,Cercocarpus ledifolius,Curl-leaf mountain mahogany
10620_13,ARTRV,Artemisia tridentata ssp. Vaseyana,Mountain big sagebrush
10620_13,PUTR2,Purshia tridentate,Antelope bitterbrush
10620_13,SYMPH,Symphoricarpos,Snowberry
10620_13,PIMO,Pinus monophyla,Singleleaf pinyon
10620_13,HYCOC2,Hymenoxys cooperi var. cooperi,Cooper's rubberweed
10620_13,ELEL5,Elymus elymoides,Squirreltail
10620_13,JUOS,Juniperus osteosperma,Utah juniper
10620_16_23,CELE3,Cercocarpus ledifolius,Curl-leaf mountain mahogany
10620_16_23,ARTRV,Artemisia tridentata ssp. vaseyana,Mountain big sagebrush
10620_16_23,PUTR2,Purshia tridentata,Antelope bitterbrush
10620_16_23,SYMPH,Symphoricarpos,Snowberry
10620_22_28,CELE3,Cercocarpus ledifolius,Curl-leaf mountain mahogany
10620_22_28,ARTRV,Artemisia tridentata ssp. vaseyana,Mountain big sagebrush
10620_22_28,PUTR2,Purshia tridentata,Antelope bitterbrush
10620_22_28,SYMPH,Symphoricarpos,Snowberry
10620_6_12_17_18,CELE3,Cercocarpus ledifolius,Curl-leaf mountain mahogany
10620_6_12_17_18,ARTRV,Artemisia tridentata ssp. vaseyana,Mountain big sagebrush
10620_6_12_17_18,PUTR2,Purshia tridentata,Antelope bitterbrush
10620_6_12_17_18,SYMPH,Symphoricarpos,Snowberry
10620_7_9,CELE3,Cercocarpus ledifolius,Curl-leaf mountain mahogany
10620_7_9,ARTRV,Artemisia tridentata ssp. vaseyana,Mountain big sagebrush
10620_7_9,PUTR2,Purshia tridentata,Antelope bitterbrush
10620_7_9,SYMPH,Symphoricarpos,Snowberry
10630_1,ALRU2,Alnus rubra,Red alder
10630_1,ACMA3,Acer macrophyllum,Bigleaf maple
10630_2_7,ALRU2,Alnus rubra,Red alder
10630_2_7,ACMA3,Acer macrophyllum,Bigleaf maple
10640_15_16_17_23_24_27_28,ARNO4,Artemisia nova,Black sagebrush
10640_15_16_17_23_24_27_28,ARBI3,Artemisia bigelovii,Bigelow sage
10640_15_16_17_23_24_27_28,ACHY,Achnatherum hymenoides,Indian ricegrass
10640_15_16_17_23_24_27_28,ARPU9,Aristida purpurea,Purple threeawn
10640_15_16_17_23_24_27_28,BOGR2,Bouteloua gracilis,Blue grama
10640_15_16_17_23_24_27_28,HECO26,Hesperostipa comata,Needle and thread
10640_15_16_17_23_24_27_28,PLJA,Pleuraphis jamesii,James' galleta
10640_15_16_17_23_24_27_28,ERIOG,Eriogonum,Buckwheat
10650_1_8_9_10,ARRI2,Artemisia rigida,Scabland sagebrush
10650_1_8_9_10,POSE,Poa secunda,Sandberg bluegrass
10650_1_8_9_10,ERTH4,Eriogonum thymoides,Thymeleaf buckwheat
10650_1_8_9_10,ERIOG,Eriogonum spp.,Buckwheat
10650_1_8_9_10,ELEL5,Elymus elymoides,Squirreltail
10650_1_8_9_10,LERE7,Lewisia rediviva,Bitter root
10650_1_8_9_10,LOMAT,Lomatium spp.,Desertparsley
10650_1_8_9_10,STST5,Stenotus stenophyllus,Narrowleaf mock goldenweed
10660_16_23_24,ATCO4,Atriplex corrugata,Mat saltbush
10660_16_23_24,ATGA,Atriplex gardneri,Gardner's saltbush
10660_22,ATCO4,Atriplex corrugata,Mat saltbush
10660_22,ATGA,Atriplex gardneri,Gardner's saltbush
10660_29,ATCO,Atriplex confertifolia,Shadscale saltbush
10660_29,PIDE4,Picrothamnus desertorum,Bud sagebrush
10660_29,KRLA2,Krascheninnikovia lanata,Winterfat
10660_29,ATCA2,Atriplex canescens,Fourwing saltbush
10660_29,TETRA3,Tetradymia,Horsebrush
10660_29,CHVI8,Chrysothamnus viscidiflorus,Yellow rabbitbrush
10660_29,ACHY,Achnatherum hymenoides,Indian ricegrass
10660_29,GRSP,Grayia spinosa,Spiny hopsage
10670_6,RICE,Ribes cereum,Wax currant
10670_6,LEPU,Leptodactylon pungens,Granite prickly phlox
10670_6,ERDI14,Ericameria discoidea,Whitestem goldenbush
10670_6,CANA3,Castilleja nana,Dwarf alpine Indian paintbrush
10670_6,MINU4,Minuartia nuttallii,Nuttall’s sandwort
10670_6,PHCO11,Phlox condensata,Dwarf phlox
10670_6,DRDE,Draba densifolia,Denseleaf draba
10670_6,OXDI3,Oxyria digyna,Alpine mountainsorrel
10680_1_7,CAME7,Cassiope mertensiana,Western moss heather
10680_1_7,PHEM,Phyllodoce empetriformis,Pink mountainheath
10680_1_7,LUPE,Luetkea pectinata,Partridgefoot
10680_1_7,SATO2,Saxifraga tolmiei,Tolmie’s saxifrage
10680_1_7,PERU,Penstemon rupicola,Cliff beardtongue
10680_1_7,VAUL,Vaccinium uliginosum,Bog blueberry
10680_1_7,DROC,Dryas octopetala,Eightpetal mountain-avens
10700_10_19_28,CAME7,Cassiope mertensiana,Western moss heather
10700_10_19_28,DRIN4,Dryas integrifolia,Entireleaf mountain-avens
10700_10_19_28,DROC,Dryas octopetala,Eightpetal mountain-avens
10700_10_19_28,SAAR27,Salix arctica,Arctic willow
10700_10_19_28,SANI8,Salix nivalis,Snow willow
10700_10_19_28,PHEM,Phyllodoce empetriformis,Pink mountainheath
10700_10_19_28,VACCI,Vaccinium,Blueberry
